,Onshore_Offshore,Map_Sheet_Division,Map_Sheet,Block_Number,Province_Code,Province_Name,Municipality_ID,Municipality_Name,Postal_Code,Mining_Work_Code,Mining_Work_Name,Provided_X,Provided_Y,Coordinate_System,X_Rijksdriehoek,Y_Rijksdriehoek,X_TM5_ED50,Y_TM5_ED50,X_UTM31_ED50,Y_UTM31_ED50,Longitude_ED50,Latitude_ED50,X_UTM31_WGS84,Y_UTM31_WGS84,Longitude_WGS84,Latitude_WGS84,Start_Date,End_Date,Wellbore_Sidetrack,NITG_Number,UWI,Wellbore_Code,Wellbore_Name,Wellbore_Objective_Code,Wellbore_Objective,Wellbore_Result_Code,Wellbore_Result,Wellbore_Status,Wellbore_Shape,Kickoff_Depth_AH,Wellbore_Depth_AH,Wellbore_Depth_TVD,X_Deviation_UTM31_ED50,X_End_UTM31_ED50,Y_Deviation_UTM31_ED50,Y_End_UTM31_ED50,Reference_Level,Reference_Level_Height,Relative_To,Wellbore_Depth_AH_Relative_To_NAP_MSL,Wellbore_Depth_TVD_Relative_To_NAP_MSL,Current_Owner,Client,Drilling_Tower_Platform,Drilling_Company,Lithostratigraphy_Code,Chronostratigraphy_Code,Well_Name,Field_Code,Field_Name,Public_Access_From
0,OFF,RWS Blokindeling,,A05,,,,,,,,3.5205111,55.68169722,ED50-GEOGR,37395,857077,406970,6171782,532731,6170913,3.5205111,55.68169722,532639,6170700,3.51906683,55.68101428,03-06-1999,02-07-1999,BRH,BA050018,8438,A05-01,A05-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Gedevieerd,,3971.8,3958.45,117.65,532849.0,51.91,6170965.0,Kelly Bushing,36.6,MSL,3935.2,3921.75,Amarada Hess Netherlands Ltd,Amarada Hess Netherlands Ltd,Ensco 70,Ensco Offshore U.K. Limited,RV,,,,,2009-07-02
1,OFF,RWS Blokindeling,,A08,,,,,,,,3.634625,55.535575,ED50-GEOGR,44175,840614,413825,6155374,540055,6154710,3.634625,55.535575,539963,6154498,3.63318893,55.53488828,02-07-1996,03-08-1996,BRH,BA080036,8267,A08-01,A08-01,EXP-HC,Exploratie koolwaterstof,GSS,Gas shows,Abandoned,Gedevieerd,,3348.0,3302.23,-93.19,539962.0,-381.53,6154328.0,Rotary Table,39.44,MSL,3308.56,3262.69,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ensco 71,Ensco Offshore U.K. Limited,ZESA,,,,,2006-08-03
2,OFF,RWS Blokindeling,,A11,,,,,,,,3.5606667,55.4679444,ED50-GEOGR,39309,833199,409002,6147942,535448,6147143,3.5606667,55.4679444,535356,6146931,3.55923107,55.4672545,08-08-1981,30-10-1981,BRH,BA110040,7000,A11-01,A11-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,3900.0,3899.4,-7.67,535440.0,42.17,6147185.0,Rotary Table,33.51,NAP,3866.49,3865.89,"Placid International Oil, Ltd.","Placid International Oil, Ltd.",Penrod 67,Penrod International Drilling Company,DCGM,,,,,1991-10-30
3,OFF,RWS Blokindeling,,A12,,,,,,,,3.8094167,55.400025,ED50-GEOGR,54883,825255,424598,6140087,551263,6139740,3.8094167,55.400025,551171,6139528,3.80799,55.39933557,16-02-1971,05-04-1971,BRH,BA120016,7001,A12-01,A12-01,EXP-HC,Exploratie koolwaterstof,OLS,Olie shows,Abandoned,Vertikaal,,3438.0,3436.47,0.0,551263.0,88.85,6139829.0,Rotary Table,34.0,MSL,3404.0,3402.37,"Tenneco Netherlands, Inc.","Tenneco Netherlands, Inc.",Orion,International Drilling Company,ZESA,,,,,1981-04-05
4,OFF,RWS Blokindeling,,A12,,,,,,,,3.97675,55.3996667,ED50-GEOGR,65490,824992,435194,6139878,561861,6139836,3.97675,55.3996667,561769,6139624,3.97532772,55.39897915,16-04-1983,08-05-1983,BRH,BA120017,7002,A12-02,A12-02,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,2510.0,2509.55,32.64,561894.0,-25.56,6139810.0,Rotary Table,39.1,MSL,2470.9,2470.35,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Neddrill 4,Neddrill Nederland B.V.,RBSH,,,,,1993-05-08
5,OFF,RWS Blokindeling,,A12,,,,,,,,3.7900556,55.401,ED50-GEOGR,53658,825391,423374,6140216,550035,6139834,3.7900556,55.401,549943,6139622,3.78862835,55.40031038,20-08-1988,25-09-1988,BRH,BA120018,7825,A12-03,A12-03,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,1000.0,999.96,5.98,550041.0,0.07,6139834.0,Rotary Table,37.18,MSL,962.82,962.68,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean 7,Transocean Drilling Ltd.,NUMS,,,,,1998-09-25
6,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551398.43,6139693.42,ED50-UTM31,55017,825204,424732,6140036,551398,6139693,3.81155098,55.39959513,551306,6139481,3.81012435,55.39890571,26-08-2007,12-11-2007,BRH,BA120081,8905,A12-A-01,A12-A-01,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,986.0,572.04,-624.51,550773.0,-105.61,6139587.0,Rotary Table,58.31,MSL,927.69,513.63,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NU,,A12-A-01,A12-FA,A12-FA,2012-11-12
7,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551400.0,6139694.31,ED50-UTM31,55018,825205,424734,6140037,551400,6139694,3.81157593,55.39960296,551308,6139482,3.8101493,55.39891354,19-08-2007,01-01-2008,BRH,BA120082,8906,A12-A-02,A12-A-02,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1222.0,599.35,-778.75,550621.0,23.83,6139718.0,Rotary Table,58.31,MSL,1163.69,540.94,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NU,,A12-A-02,A12-FA,A12-FA,2013-01-01
8,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551401.58,6139695.21,ED50-UTM31,55020,825206,424735,6140038,551402,6139695,3.81160104,55.39961088,551310,6139483,3.81017441,55.39892146,24-08-2007,16-12-2007,BRH,BA120083,8907,A12-A-03,A12-A-03,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1469.0,602.92,-389.69,551012.0,-1027.07,6138668.0,Rotary Table,58.31,MSL,1410.69,544.51,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NU,,A12-A-03,A12-FA,A12-FA,2012-12-16
9,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551397.55,6139694.98,ED50-UTM31,55016,825206,424731,6140038,551398,6139695,3.81153738,55.39960924,551306,6139483,3.81011074,55.39891981,30-08-2007,26-09-2007,BRH,BA120084,8908,A12-A-04,A12-A-04,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Plugged back and sidetracked,Gedevieerd,,815.0,684.69,-337.89,551060.0,42.66,6139738.0,Rotary Table,58.31,MSL,756.69,626.28,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NUMS,,A12-A-04,A12-FA,A12-FA,2012-09-26
10,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551397.55,6139694.98,ED50-UTM31,55016,825206,424731,6140038,551398,6139695,3.81153738,55.39960924,551306,6139483,3.81011074,55.39891981,03-12-2018,22-12-2018,STR,BA120095,9292,A12-A-04-S1,A12-A-04-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,424.0,1174.0,559.39,-688.18,550710.0,-301.33,6139394.0,Rotary Table,67.05,MSL,1106.95,492.24,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Maersk Resolute,Maersk Supply Services,NUMS,,A12-A-04,A12-FA,A12-FA,2023-12-22
11,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551400.67,6139696.76,ED50-UTM31,55019,825207,424735,6140040,551401,6139697,3.81158696,55.3996249,551309,6139485,3.81016033,55.39893548,27-08-2007,01-12-2007,BRH,BA120085,8909,A12-A-05,A12-A-05,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1545.0,681.74,-375.96,551025.0,-1038.98,6138658.0,Rotary Table,58.31,MSL,1486.69,623.33,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NU,,A12-A-05,A12-FA,A12-FA,2012-12-01
12,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551396.65,6139696.54,ED50-UTM31,55015,825207,424731,6140040,551397,6139697,3.81152345,55.39962335,551305,6139484,3.81009682,55.39893392,21-08-2007,21-11-2007,BRH,BA120086,8910,A12-A-06,A12-A-06,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Closed-in,Horizontaal,,1331.0,591.67,-357.73,551039.0,888.8,6140586.0,Rotary Table,58.31,MSL,1272.69,533.26,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NU,,A12-A-06,A12-FA,A12-FA,2012-11-21
13,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551399.78,6139698.32,ED50-UTM31,55018,825209,424734,6140041,551400,6139698,3.8115732,55.39963901,551308,6139486,3.81014656,55.39894959,16-08-2007,31-10-2007,BRH,BA120087,8911,A12-A-07,A12-A-07,DEV-HC,Ontwikkeling koolwaterstof,FLR,Technisch mislukt,Plugged back and sidetracked,Horizontaal,,1186.0,678.66,-236.93,551163.0,707.03,6140405.0,Rotary Table,58.31,MSL,1127.69,620.25,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NUMS,,A12-A-07,A12-FA,A12-FA,2012-10-31
14,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551399.78,6139698.32,ED50-UTM31,55018,825209,424734,6140041,551400,6139698,3.8115732,55.39963901,551308,6139486,3.81014656,55.39894959,31-10-2007,11-11-2007,STR,BA120088,8917,A12-A-07-S1,A12-A-07-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Horizontaal,934.0,1389.0,679.69,-281.95,551118.0,910.47,6140608.0,Rotary Table,58.31,MSL,1330.69,621.28,Petrogas E&P Netherlands B.V.,Chevron,Noble George Sauvageau,Noble Drilling (Nederland) B.V.,NU,,A12-A-07,A12-FA,A12-FA,2012-11-11
15,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551399.78,6139698.32,ED50-UTM31,55018,825209,424734,6140041,551400,6139698,3.8115732,55.39963901,551308,6139486,3.81014656,55.39894959,05-02-2021,23-02-2021,STR,BA120098,9332,A12-A-07-S2,A12-A-07-SIDETRACK2,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,,Horizontaal,,,,,,,,Rotary Table,67.14,MSL,,,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Maersk Resilient,Maersk Drilling A/S,,,A12-A-07,A12-FA,A12-FA,2026-02-23
16,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551399.21,6139695.82,ED50-UTM31,55018,825206,424733,6140039,551399,6139696,3.81156374,55.39961661,551307,6139484,3.8101371,55.39892719,20-07-2017,07-09-2017,BRH,BA120093,9274,A12-A-08,A12-A-08,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Gedevieerd,,1175.0,504.51,-760.16,550639.0,-301.55,6139394.0,Rotary Table,67.05,MSL,1107.95,437.36,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands,Maersk Resolute,Maersk Supply Services,NU,,A12-A-08,A12-FA,A12-FA,2022-09-07
17,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551398.22,6139697.4,ED50-UTM31,55017,825208,424732,6140040,551398,6139697,3.8115484,55.39963091,551306,6139485,3.81012176,55.39894149,23-07-2017,22-08-2017,BRH,BA120094,9275,A12-A-09,A12-A-09,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1567.0,643.55,-949.06,550449.0,663.02,6140360.0,Rotary Table,67.05,MSL,1499.95,576.4,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands,Maersk Resolute,Maersk Supply Services,NU,,A12-A-09,A12-FA,A12-FA,2022-08-22
18,OFF,RWS Blokindeling,,A12,,,,,,A12-CPP,A12 Central Processing Platform,551397.33,6139699.12,ED50-UTM31,55016,825210,424731,6140042,551397,6139699,3.81153466,55.39964645,551305,6139487,3.81010803,55.39895703,28-12-2020,13-01-2021,BRH,BA120097,9328,A12-A-10,A12-A-10,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,,Gedevieerd,,,,,,,,Rotary Table,67.07,MSL,,,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Maersk Resilient,Maersk Drilling A/S,,,A12-A-10,A12-FA,A12-FA,2026-01-13
19,OFF,RWS Blokindeling,,A14,,,,,,,,3.6106389,55.2003056,ED50-GEOGR,41725,803308,411567,6118096,538868,6117385,3.6106389,55.2003056,538777,6117173,3.60921393,55.19960703,17-04-1982,04-06-1982,BRH,BA140033,7003,A14-01,A14-01,EXP-HC,Exploratie koolwaterstof,OLS,Olie shows,Abandoned,Vertikaal,,3014.0,3012.22,23.02,538891.0,-57.31,6117328.0,Rotary Table,30.1,MSL,2983.9,2982.02,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean IV,Transocean Drilling Ltd.,CFEB,,,,,1992-06-04
20,OFF,RWS Blokindeling,,A14,,,,,,,,3.3963226,55.325132,ED50-GEOGR,28463,817572,398246,6132278,525148,6131178,3.3963226,55.325132,525056,6130966,3.39488769,55.32443529,12-05-2002,16-06-2002,BRH,BA140034,8577,A14-02,A14-02,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,2686.0,2685.78,-22.95,525125.0,-10.69,6131167.0,Rotary Table,39.2,MSL,2646.8,2646.48,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,George Sauvageau,Noble Drilling (Nederland) B.V.,ZESA,,,,,2012-06-16
21,OFF,RWS Blokindeling,,A15,,,,,,,,3.7031111,55.2013889,ED50-GEOGR,47619,803285,417454,6118103,544753,6117561,3.7031111,55.2013889,544661,6117349,3.70168851,55.20069141,14-12-1977,12-04-1978,BRH,BA150021,7004,A15-01,A15-01,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,3912.0,3911.26,0.0,544753.0,67.64,6117629.0,Rotary Table,31.1,MSL,3880.9,3880.06,"Placid International Oil, Ltd.","Placid International Oil, Ltd.",Penrod 58,Penrod International Drilling Company,DCGM,,,,,1988-04-12
22,OFF,RWS Blokindeling,,A15,,,,,,,,3.8184861,55.3060028,ED50-GEOGR,55226,814769,424995,6129614,551960,6129283,3.8184861,55.3060028,551868,6129071,3.81706291,55.30531022,17-07-1992,13-08-1992,BRH,BA150022,8108,A15-02,A15-02,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,2271.0,2270.84,0.0,551960.0,25.49,6129308.0,Rotary Table,39.0,MSL,2232.0,2231.74,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Trident XIV,Sedco Forex,CKEK,,,,,2002-08-13
23,OFF,RWS Blokindeling,,A15,,,,,,,,3.827947222,55.30116306,ED50-GEOGR,55815,814217,425586,6129065,552567,6128752,3.82794722,55.30116306,552475,6128539,3.82652445,55.30047042,28-07-1999,21-09-1999,BRH,BA150023,8441,A15-03,A15-03,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,1400.0,1374.95,-242.71,552324.0,44.18,6128796.0,Kelly Bushing,36.63,MSL,1363.37,1338.22,Wintershall Noordzee B.V.,Wintershall Noordzee B.V.,Transocean Nordic,Transocean Drilling Ltd.,NM,,,,,2009-09-21
24,OFF,RWS Blokindeling,,A15,,,,,,,,3.9095831,55.2017533,ED50-GEOGR,60773,803033,430596,6117919,557894,6117754,3.9095831,55.2017533,557802,6117542,3.9081659,55.20105816,17-08-2001,29-08-2001,BRH,BA150024,8536,A15-04,A15-04,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,1100.0,1099.98,3.52,557898.0,3.71,6117758.0,Kelly Bushing,35.0,MSL,1065.0,1064.88,Wintershall Noordzee B.V.,Wintershall,Glomar Adriatic XI,GlobalSantaFe International Drilling Corporation,NUMS,,,,,2011-08-29
25,OFF,RWS Blokindeling,,A15,,,,,,,,3.9095831,55.2017533,ED50-GEOGR,60773,803033,430596,6117919,557894,6117754,3.9095831,55.2017533,557802,6117542,3.9081659,55.20105816,01-09-2001,28-09-2001,STR,BA150025,8541,A15-04-S1,A15-04-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,450.0,1105.0,1101.6,39.29,557933.0,41.15,6117795.0,Kelly Bushing,35.0,MSL,1070.0,1066.5,Wintershall Noordzee B.V.,Wintershall,,GlobalSantaFe International Drilling Corporation,NUMS,,,,,2011-09-28
26,OFF,RWS Blokindeling,,A15,,,,,,,,552699.28,6130153.68,ED50-UTM31,55995,815615,425759,6130463,552699,6130154,3.83029254,55.31374648,552607,6129942,3.82886939,55.3130543,11-04-2019,29-04-2019,BRH,BA150069,9297,A15-05,A15-05,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,,Vertikaal,,,,,,,,Rotary Table,46.0,MSL,,,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Maersk Resolute,Maersk Drilling,,,,,,2024-04-29
27,OFF,RWS Blokindeling,,A15,,,,,,,,551553.26,6130230.03,ED50-UTM31,54851,815730,424615,6130572,551553,6130230,3.81225274,55.31455383,551461,6130018,3.81082908,55.31386148,19-11-2023,06-02-2024,BRH,BA150070,9358,A15-A-01,A15-A-01,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,,Horizontaal,,,,,,,,Rotary Table,48.14,MSL,,,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Noble Resolute,Noble Drilling,,,A15-A-01,,,2029-02-06
28,OFF,RWS Blokindeling,,A15,,,,,,,,551553.5,6130230.45,ED50-UTM31,54851,815731,424616,6130572,551554,6130230,3.8122566,55.31455758,551462,6130018,3.81083294,55.31386523,22-11-2023,18-12-2023,BRH,BA150072,9360,A15-A-02,A15-A-02,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,,Horizontaal,,,,,,,,Rotary Table,48.14,MSL,,,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Noble Resolute,Noble Drilling,,,A15-A-02,,,2028-12-18
29,OFF,RWS Blokindeling,,A15,,,,,,,,551553.5,6130232.45,ED50-UTM31,54851,815733,424616,6130574,551554,6130232,3.81225696,55.31457555,551462,6130020,3.81083331,55.3138832,15-11-2023,11-01-2024,BRH,BA150071,9359,A15-A-03,A15-A-03,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,,Horizontaal,,,,,,,,Rotary Table,48.14,MSL,,,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Noble Resolute,Noble Drilling,,,A15-A-03,,,2029-01-11
30,OFF,RWS Blokindeling,,A16,,,,,,,,3.2533056,55.1244722,ED50-GEOGR,18710,795489,388613,6110169,516154,6108805,3.2533056,55.1244722,516062,6108593,3.25187397,55.12376697,03-05-1974,09-06-1974,BRH,BA160019,7005,A16-01,A16-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,2708.0,2708.0,0.0,516154.0,0.0,6108805.0,Rotary Table,30.2,MSL,2677.8,2677.7,Elf Petroland B.V.,Elf Petroland B.V.,Ocean Tide,Oceco,CF,VISEAN,,,,1984-06-09
31,OFF,RWS Blokindeling,,A17,,,,,,,,3.6581667,55.0198333,ED50-GEOGR,44264,783134,414206,6097954,542083,6097329,3.6581667,55.0198333,541991,6097117,3.65674918,55.01912907,07-03-1972,27-04-1972,BRH,BA170023,7006,A17-01,A17-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,3044.0,3043.39,-5.62,542077.0,-21.2,6097308.0,Rotary Table,26.5,MSL,3017.5,3016.79,Mobil Producing Netherlands Inc.,Mobil Producing Netherlands Inc.,Transworld 61,Transocean Drilling Ltd,XXP,,,,,1982-04-27
32,OFF,RWS Blokindeling,,A18,,,,,,,,3.9068889,55.0567778,ED50-GEOGR,60265,786890,430172,6101789,557932,6101618,3.9068889,55.0567778,557840,6101406,3.9054766,55.05607764,08-11-1974,18-01-1975,BRH,BA180020,7007,A18-01,A18-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,4065.0,4063.14,-36.61,557895.0,32.73,6101651.0,Rotary Table,37.0,MSL,4028.0,4026.04,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,L. C. Moore,Zapata Nordic Inc.,ZE,,,,,1985-01-18
33,OFF,RWS Blokindeling,,A18,,,,,,,,3.8120333,55.1161028,ED50-GEOGR,54347,793627,424225,6108489,551796,6108146,3.8120333,55.1161028,551704,6107934,3.81061649,55.11540361,25-08-1987,14-09-1987,BRH,BA180021,7773,A18-02,A18-02,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Vertikaal,,1803.0,1802.92,1.08,551797.0,14.61,6108161.0,Rotary Table,39.6,MSL,1763.4,1763.22,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Neddrill 4,Neddrill Nederland B.V.,NL,,,,,1997-09-14
34,OFF,RWS Blokindeling,,A18,,,,,,,,3.8120333,55.1161028,ED50-GEOGR,54347,793627,424225,6108489,551796,6108146,3.8120333,55.1161028,551704,6107934,3.81061649,55.11540361,15-09-1987,23-10-1987,STR,BA180022,7782,A18-02-S1,A18-02-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Vertikaal,1112.0,2163.0,2162.21,31.96,551828.0,15.74,6108162.0,Rotary Table,39.6,MSL,2123.4,2122.51,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Neddrill 4,Neddrill Nederland B.V.,ZE,,,,,1997-10-23
35,OFF,RWS Blokindeling,,A18,,,,,,,,3.8120333,55.1161028,ED50-GEOGR,54347,793627,424225,6108489,551796,6108146,3.8120333,55.1161028,551704,6107934,3.81061649,55.11540361,24-10-1987,08-11-1987,STR,BA180023,7820,A18-02-S2,A18-02-SIDETRACK2,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,342.0,706.0,685.46,-20.87,551775.0,-99.6,6108046.0,Rotary Table,39.6,MSL,666.4,645.76,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Neddrill 4,Neddrill Nederland B.V.,NU,,,,,1997-11-08
36,OFF,RWS Blokindeling,,A18,,,,,,A18,A18,553212.71,6106989.87,ED50-UTM31,55725,792423,425608,6107293,553213,6106990,3.83401827,55.10556912,553121,6106778,3.8326024,55.10486982,10-11-2015,11-02-2016,BRH,BA180024,9230,A18-A-01,A18-A-01,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1802.0,609.11,-672.14,552541.0,1214.49,6108204.0,Rotary Table,49.87,MSL,1752.13,559.14,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Paragon C20052,Paragon Offshore (North Sea) Ltd,NU,,A18-A-01,A18-FA,A18-FA,2021-02-11
37,OFF,RWS Blokindeling,,A18,,,,,,A18,A18,553210.461,6106989.853,ED50-UTM31,55723,792423,425606,6107293,553210,6106990,3.83398302,55.10556921,553118,6106778,3.83256715,55.10486991,16-11-2015,18-12-2015,BRH,BA180025,9231,A18-A-02,A18-A-02,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1863.0,696.87,-1112.68,552097.0,855.98,6107846.0,Rotary Table,49.87,MSL,1813.13,646.9,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Paragon C20052,Paragon Offshore (North Sea) Ltd,NU,,A18-A-02,A18-FA,A18-FA,2020-12-18
38,OFF,RWS Blokindeling,,A18,,,,,,A18,A18,553210.12,6106991.96,ED50-UTM31,55723,792425,425605,6107295,553210,6106992,3.83397807,55.10558818,553118,6106780,3.8325622,55.10488887,13-11-2015,16-01-2016,BRH,BA180026,9232,A18-A-03,A18-A-03,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1644.0,608.13,-1118.07,552092.0,565.69,6107558.0,Rotary Table,49.87,MSL,1594.13,558.16,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Paragon C20052,Paragon Offshore (North Sea) Ltd,NU,,A18-A-03,A18-FA,A18-FA,2021-01-16
39,OFF,RWS Blokindeling,,A18,,,,,,A18,A18,553212.85,6106992.24,ED50-UTM31,55725,792425,425608,6107295,553213,6106992,3.83402091,55.1055904,553121,6106780,3.83260503,55.1048911,10-06-2017,11-07-2017,BRH,BA180040,9271,A18-A-04,A18-A-04,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1830.0,645.92,-974.94,552238.0,1050.9,6108043.0,Rotary Table,54.0,MSL,1776.0,591.82,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands,Maersk Resolute,Maersk Supply Services,NU,,A18-A-04,A18-FA,A18-FA,2022-07-11
40,OFF,RWS Blokindeling,,A18,,,,,,A18,A18,553213.53,6106992.0,ED50-UTM31,55726,792425,425609,6107295,553214,6106992,3.83403152,55.10558817,553122,6106780,3.83261564,55.10488887,09-10-2018,03-11-2018,BRH,BA180041,9289,A18-A-05,A18-A-05,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,,1829.0,559.75,-1185.66,552028.0,876.0,6107868.0,Rotary Table,54.0,MSL,1775.0,505.65,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Maersk Resolute,Maersk Supply Services,NU,,A18-A-05,A18-FA,A18-FA,2023-11-03
41,ON,Topografische kaart 1:25.000,52D,,LI,Limburg,388.0,Horst aan de Maas,5966.0,,,196315.0,383050.0,RD,196315,383050,568303,5698869,707310,5702632,5.98259479,51.43583666,707218,5702422,5.98136045,51.43503877,05-04-1909,19-01-1910,BRH,B52D0018,1000,ACA-11,AMERICA-11,EXP-C,Steenkoolexploratie,COAL,Steenkool,Abandoned,Vertikaal,,1201.0,1201.0,0.0,707310.0,0.0,5702632.0,Rotary Table,29.3,NAP,1171.7,1171.7,Rijksoverheid,ROVD,,Lubo Drill / Mynbouwk. Werken,NN,,,,,2003-01-01
