,Onshore_Offshore,Map_Sheet_Division,Map_Sheet,Block_Number,Province_Code,Province_Name,Municipality_ID,Municipality_Name,Postal_Code,Mining_Work_Code,Mining_Work_Name,Provided_X,Provided_Y,Coordinate_System,X_Rijksdriehoek,Y_Rijksdriehoek,X_TM5_ED50,Y_TM5_ED50,X_UTM31_ED50,Y_UTM31_ED50,Longitude_ED50,Latitude_ED50,X_UTM31_WGS84,Y_UTM31_WGS84,Longitude_WGS84,Latitude_WGS84,Start_Date,End_Date,Wellbore_Sidetrack,NITG_Number,UWI,Wellbore_Code,Wellbore_Name,Wellbore_Objective_Code,Wellbore_Objective,Wellbore_Result_Code,Wellbore_Result,Wellbore_Status,Wellbore_Shape,Kickoff_Depth_AH,Wellbore_Depth_AH,Wellbore_Depth_TVD,X_Deviation_UTM31_ED50,X_End_UTM31_ED50,Y_Deviation_UTM31_ED50,Y_End_UTM31_ED50,Reference_Level,Reference_Level_Height,Relative_To,Wellbore_Depth_AH_Relative_To_NAP_MSL,Wellbore_Depth_TVD_Relative_To_NAP_MSL,Current_Owner,Client,Drilling_Tower_Platform,Drilling_Company,Lithostratigraphy_Code,Chronostratigraphy_Code,Well_Name,Field_Code,Field_Name,Public_Access_From
5065,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258046.0,520317.0,RD,258046,520317,629288,5836432,764515,5841901,6.91156975,52.66130311,764423,5841689,6.91033058,52.66055092,13-12-1979,21-12-1979,BRH,B22F0556,1941,SCH-551,SCHOONEBEEK-551,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,926.2,889.53,139.17,764654.0,-153.77,5841747.0,Rotary Table,18.07,NAP,908.13,871.46,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,SKCF,,,,,2003-01-01
5066,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,256825.0,519655.0,RD,256825,519655,628071,5835763,763316,5841198,6.89332483,52.6555855,763224,5840987,6.89208534,52.65483298,23-02-1980,29-02-1980,BRH,B22F0501,1942,SCH-552,SCHOONEBEEK-552,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,971.2,952.65,68.19,763384.0,98.1,5841296.0,Rotary Table,17.01,NAP,954.19,935.64,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5067,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,257486.0,519596.0,RD,257486,519596,628732,5835708,763979,5841161,6.90307201,52.65493133,763887,5840950,6.90183278,52.65417887,02-03-1980,07-03-1980,BRH,B22F0578,1943,SCH-553,SCHOONEBEEK-553,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,876.2,852.46,-20.18,763959.0,119.05,5841280.0,Rotary Table,17.11,NAP,859.09,835.35,Nederlandse Aardolie Maatschappij B.V.,NAM,,,KNNSP,,,,,2003-01-01
5068,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,261786.0,519580.0,RD,261786,519580,633031,5835715,768279,5841288,6.96659169,52.65396068,768187,5841077,6.96535405,52.65320872,19-03-1980,02-04-1980,BRH,B23A0135,1944,SCH-554,SCHOONEBEEK-554,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,912.0,899.83,-44.12,768235.0,-34.97,5841253.0,Rotary Table,19.96,NAP,892.04,879.87,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5069,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,257403.0,519476.0,RD,257403,519476,628649,5835588,763900,5841038,6.90180867,52.65386886,763808,5840827,6.90056943,52.65311635,03-04-1980,19-04-1980,BRH,B22F0509,1945,SCH-555,SCHOONEBEEK-555,DEV-I,Ontwikkeling koolwaterstof door injectie,WTR,Water,Abandoned,Gedevieerd,,889.0,887.83,31.22,763931.0,2.02,5841040.0,Rotary Table,17.19,NAP,871.81,870.64,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5070,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7761.0,,,260220.0,520728.0,RD,260220,520728,631459,5836855,766675,5842384,6.94382237,52.66457939,766583,5842173,6.94258392,52.66382757,21-04-1980,01-05-1980,BRH,B23A0154,1946,SCH-556,SCHOONEBEEK-556,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Suspended,Gedevieerd,,1005.0,980.87,-162.69,766512.0,-96.1,5842288.0,Rotary Table,18.8,NAP,986.2,962.07,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,SKCF,,,,,2003-01-01
5071,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7761.0,,,260224.88,520730.36,RD,260225,520730,631464,5836857,766680,5842386,6.94389523,52.66459965,766588,5842175,6.94265678,52.66384783,01-05-1980,11-05-1980,BRH,B23A0155,1947,SCH-557,SCHOONEBEEK-557,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Suspended,Gedevieerd,,1003.0,968.75,9.8,766690.0,-210.16,5842176.0,Rotary Table,18.8,NAP,984.2,949.95,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,KNNSP,,,,,2003-01-01
5072,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7761.0,,,260230.0,520733.0,RD,260230,520733,631469,5836860,766685,5842389,6.94397172,52.66462238,766593,5842178,6.94273328,52.66387056,11-05-1980,20-05-1980,BRH,B23A0167,1948,SCH-558,SCHOONEBEEK-558,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Suspended,Gedevieerd,,1028.0,979.97,190.89,766876.0,-121.53,5842267.0,Rotary Table,18.8,NAP,1009.2,961.17,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,SKCF,,,,,2003-01-01
5073,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7761.0,,,260235.0,520736.0,RD,260235,520736,631474,5836863,766690,5842392,6.94404656,52.66464836,766598,5842181,6.94280812,52.66389655,21-05-1980,28-05-1980,BRH,B23A0157,1949,SCH-559,SCHOONEBEEK-559,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Suspended,Vertikaal,,992.0,991.9,3.77,766694.0,-6.95,5842385.0,Rotary Table,18.85,NAP,973.15,973.05,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,SKCF,,,,,2003-01-01
5074,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258790.41,521486.35,RD,258790,521486,630026,5837605,765221,5843095,6.92293585,52.6716671,765129,5842883,6.92169672,52.67091534,29-05-1980,08-06-1980,BRH,B22F0391,1950,SCH-560,SCHOONEBEEK-560,DEV-I,Ontwikkeling koolwaterstof door injectie,WTR,Water,Suspended,Gedevieerd,,1037.0,1014.82,108.2,765329.0,-156.67,5842938.0,Rotary Table,18.47,NAP,1018.53,996.35,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5075,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258785.0,521483.0,RD,258785,521483,630020,5837602,765215,5843091,6.92285484,52.67163804,765123,5842880,6.92161572,52.67088627,08-06-1980,16-06-1980,BRH,B22F0390,1951,SCH-561,SCHOONEBEEK-561,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,1034.0,997.4,-68.9,765146.0,-217.12,5842874.0,Rotary Table,18.46,NAP,1015.54,978.94,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5076,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258780.0,521481.0,RD,258780,521481,630015,5837600,765210,5843089,6.92278032,52.67162103,765118,5842878,6.92154119,52.67086925,17-06-1980,25-06-1980,BRH,B22F0389,1952,SCH-562,SCHOONEBEEK-562,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,1069.0,1006.31,-263.31,764947.0,-15.67,5843073.0,Rotary Table,18.46,NAP,1050.54,987.85,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5077,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258775.0,521477.0,RD,258775,521477,630010,5837596,765205,5843085,6.92270517,52.67158604,765113,5842874,6.92146604,52.67083427,25-06-1980,02-07-1980,BRH,B22F0388,1953,SCH-563,SCHOONEBEEK-563,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Vertikaal,,1019.0,1018.94,6.31,765211.0,-3.72,5843081.0,Rotary Table,18.43,NAP,1000.57,1000.51,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5078,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,259351.0,519357.0,RD,259351,519357,630598,5835479,765852,5840984,6.93054903,52.65242966,765760,5840773,6.92931053,52.65167735,04-07-1980,14-07-1980,BRH,B22F0483,1954,SCH-564,SCHOONEBEEK-564,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,893.0,868.31,154.09,766006.0,47.43,5841031.0,Rotary Table,17.67,NAP,875.33,850.64,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5079,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7761.0,,,260350.0,518962.0,RD,260350,518962,631599,5835090,766864,5840622,6.945181,52.64868848,766772,5840411,6.94394294,52.64793617,15-07-1980,24-07-1980,BRH,B23A0185,1955,SCH-565,SCHOONEBEEK-565,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,885.0,877.19,78.91,766943.0,60.83,5840683.0,Rotary Table,18.05,NAP,866.95,859.14,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5080,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7756.0,,,253544.0,522416.0,RD,253544,522416,624775,5838506,759944,5843850,6.8456741,52.68099535,759852,5843639,6.84443285,52.68024323,25-07-1980,02-08-1980,BRH,B22F0265,1956,SCH-566,SCHOONEBEEK-566,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,919.0,907.19,-34.15,759910.0,-120.69,5843729.0,Rotary Table,15.94,NAP,903.06,891.25,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5081,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7742.0,,,251722.0,520063.0,RD,251722,520063,622966,5836144,758200,5841436,6.81805152,52.66018227,758108,5841225,6.81681007,52.65942926,03-08-1980,10-08-1980,BRH,B22F0284,1957,SCH-567,SCHOONEBEEK-567,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,868.0,851.19,121.63,758322.0,-72.64,5841363.0,Rotary Table,15.51,NAP,852.49,835.68,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,SKCF,,,,,2003-01-01
5082,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7742.0,,,252819.0,520316.0,RD,252819,520316,624062,5836402,759289,5841726,6.83433527,52.66225916,759197,5841515,6.83309417,52.66150636,12-08-1980,19-08-1980,BRH,B22F0288,1958,SCH-568,SCHOONEBEEK-568,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,837.0,790.78,230.04,759519.0,-17.78,5841708.0,Rotary Table,15.94,NAP,821.06,774.84,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,SKCF,,,,,2003-01-01
5083,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7742.0,,,252819.0,520316.0,RD,252819,520316,624062,5836402,759289,5841726,6.83433527,52.66225916,759197,5841515,6.83309417,52.66150636,21-08-1980,27-08-1980,BRH,B22F0261,1959,SCH-569,SCHOONEBEEK-569,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,759.0,745.84,13.3,759302.0,-118.36,5841608.0,Rotary Table,16.85,NAP,742.15,728.99,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SK,,,,,2003-01-01
5084,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,255548.0,520290.0,RD,255548,520290,626790,5836391,762018,5841791,6.87465156,52.66152799,761926,5841579,6.87341147,52.66077549,29-08-1980,05-09-1980,BRH,B22F0118,1960,SCH-570,SCHOONEBEEK-570,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,801.0,799.25,-27.95,761990.0,-22.9,5841768.0,Rotary Table,16.72,NAP,784.28,782.53,Nederlandse Aardolie Maatschappij B.V.,NAM,,,KNNSP,,,,,2003-01-01
5085,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,262769.0,519719.0,RD,262769,519719,634013,5835860,769258,5841460,6.9811586,52.65501564,769166,5841249,6.97992129,52.65426383,25-11-1980,27-12-1980,BRH,B23A0042,1961,SCH-571,SCHOONEBEEK-571,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,935.0,921.4,-29.04,769229.0,-133.39,5841327.0,Rotary Table,20.38,NAP,914.62,901.02,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5086,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,262769.0,519719.0,RD,262769,519719,634013,5835860,769258,5841460,6.9811586,52.65501564,769166,5841249,6.97992129,52.65426383,10-12-1980,22-12-1980,BRH,B23A0043,1962,SCH-572,SCHOONEBEEK-572,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,873.0,868.23,-52.78,769205.0,31.78,5841492.0,Rotary Table,20.38,NAP,852.62,847.85,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5087,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258441.0,518960.0,RD,258441,518960,629690,5835077,764955,5840557,6.91698188,52.64903672,764863,5840346,6.91574312,52.64828418,27-12-1980,10-01-1981,BRH,B22F0435,1963,SCH-573,SCHOONEBEEK-573,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,954.0,882.09,251.64,765207.0,-178.16,5840379.0,Rotary Table,17.43,NAP,936.57,864.66,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5088,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258962.0,518680.0,RD,258962,518680,630212,5834800,765485,5840294,6.92458986,52.64642189,765393,5840083,6.92335134,52.64566934,22-02-1981,06-03-1981,BRH,B22F0797,5215,SCH-574,SCHOONEBEEK-574,DEV-HC,Ontwikkeling koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,915.0,843.61,251.84,765737.0,96.22,5840390.0,Rotary Table,17.65,NAP,897.35,825.96,Nederlandse Aardolie Maatschappij B.V.,NAM,,,,,,,,2003-01-01
5089,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258962.0,518680.0,RD,258962,518680,630212,5834800,765485,5840294,6.92458986,52.64642189,765393,5840083,6.92335134,52.64566934,06-03-1981,18-03-1981,STR,B22F0461,1964,SCH-574-S1,SCHOONEBEEK-574-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,442.0,988.5,873.27,350.7,765836.0,76.9,5840371.0,Rotary Table,17.65,NAP,970.85,855.62,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5090,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258956.0,518680.0,RD,258956,518680,630206,5834800,765479,5840294,6.92450123,52.64642303,765387,5840083,6.92326272,52.64567048,19-03-1981,08-04-1981,BRH,B22F0403,1965,SCH-575,SCHOONEBEEK-575,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,889.0,882.73,-66.25,765413.0,-8.46,5840286.0,Rotary Table,17.65,NAP,871.35,865.08,Nederlandse Aardolie Maatschappij B.V.,NAM,,,KNNSP,,,,,2003-01-01
5091,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,257960.0,520103.0,RD,257960,520103,629203,5836217,764436,5841684,6.91023243,52.65939679,764344,5841473,6.90899327,52.65864453,12-05-1981,25-05-1981,BRH,B22F0549,1966,SCH-576,SCHOONEBEEK-576,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,897.0,873.16,66.07,764502.0,-160.35,5841524.0,Rotary Table,18.04,NAP,878.96,855.12,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5092,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,264541.0,520028.0,RD,264541,520028,635783,5836178,771019,5841827,7.00743862,52.65743778,770927,5841616,7.00620191,52.65668627,05-07-1981,13-07-1981,BRH,B23A0112,1967,SCH-577,SCHOONEBEEK-577,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,999.0,965.05,-177.13,770842.0,-129.39,5841698.0,Rotary Table,20.5,NAP,978.5,944.55,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5093,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,264554.0,520040.0,RD,264554,520040,635796,5836190,771032,5841840,7.00763466,52.65754297,770940,5841629,7.00639795,52.65679147,14-07-1981,21-07-1981,BRH,B23A0101,1968,SCH-578,SCHOONEBEEK-578,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,1006.0,967.78,200.68,771233.0,-119.55,5841720.0,Rotary Table,20.5,NAP,985.5,947.28,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5094,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258126.0,521518.0,RD,258126,521518,629361,5837633,764555,5843104,6.91312634,52.67207785,764463,5842893,6.91188697,52.67132601,23-07-1981,30-07-1981,BRH,B22F0560,1969,SCH-579,SCHOONEBEEK-579,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Vertikaal,,1010.0,1009.78,0.67,764556.0,-14.46,5843090.0,Rotary Table,19.3,NAP,990.7,990.48,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,KNNSP,,,,,2003-01-01
5095,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,SCH580,Schoonebeek 580,257212.0,521488.0,RD,257212,521488,628448,5837598,763642,5843044,6.89960878,52.67198088,763550,5842833,6.89836907,52.67122892,16-09-1982,22-11-1982,BRH,B22F0502,1970,SCH-580,SCHOONEBEEK-580,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Closed-in,Gedevieerd,,3170.0,3145.49,-248.01,763394.0,-59.15,5842985.0,Rotary Table,19.64,NAP,3150.36,3125.85,Nederlandse Aardolie Maatschappij B.V.,NAM,,Nederlandse Aardolie Maatschappij B.V.,ZEZ1T,,SCHOONEBEEK-580,SCHG,Schoonebeek Gas,2003-01-01
5096,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,259966.0,518894.0,RD,259966,518894,631215,5835020,766482,5840541,6.93948728,52.64815176,766390,5840330,6.9382491,52.64739939,04-06-1983,19-06-1983,BRH,B22F0454,1971,SCH-581,SCHOONEBEEK-581,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,890.0,883.79,-70.05,766412.0,-4.6,5840536.0,Rotary Table,19.79,NAP,870.21,864.0,Nederlandse Aardolie Maatschappij B.V.,NAM,,Nederlandse Aardolie Maatschappij B.V.,SKCF,,,,,2003-01-01
5097,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,257478.0,519595.0,RD,257478,519595,628724,5835707,763971,5841160,6.90295351,52.65492385,763879,5840949,6.90171427,52.65417139,21-06-1983,13-07-1983,BRH,B22F0575,1972,SCH-582,SCHOONEBEEK-582,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,912.0,852.32,79.18,764050.0,257.45,5841417.0,Rotary Table,18.89,NAP,893.11,833.43,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5098,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,263000.0,519446.0,RD,263000,519446,634246,5835588,769498,5841194,6.98448209,52.65251724,769406,5840983,6.98324492,52.65176538,04-08-1983,13-08-1983,BRH,B23A0036,2468,SCH-583,SCHOONEBEEK-583,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,889.0,884.23,-67.93,769430.0,-8.14,5841186.0,Rotary Table,21.99,NAP,867.01,862.24,Nederlandse Aardolie Maatschappij B.V.,NAM,,Nederlandse Aardolie Maatschappij B.V.,KNNSP,,,,,2003-01-01
5099,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,262587.0,519464.0,RD,262587,519464,633832,5835604,769084,5841199,6.97838698,52.65276076,768992,5840987,6.97714966,52.65200886,16-08-1983,24-08-1983,BRH,B23A0078,2511,SCH-584,SCHOONEBEEK-584,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,885.0,880.77,-43.53,769040.0,27.44,5841226.0,Rotary Table,22.04,NAP,862.96,858.73,Nederlandse Aardolie Maatschappij B.V.,NAM,,Nederlandse Aardolie Maatschappij B.V.,KNNSP,,,,,2003-01-01
5100,ON,Topografische kaart 1:25.000,23A,,DR,Drenthe,72.0,Emmen,7766.0,,,261767.0,518839.0,RD,261767,518839,633016,5834974,768285,5840546,6.96607197,52.6473073,768193,5840335,6.96483446,52.64655513,24-06-1984,05-07-1984,BRH,B23A0188,2481,SCH-585,SCHOONEBEEK-585,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,942.0,905.5,26.14,768311.0,233.23,5840779.0,Rotary Table,21.0,NAP,921.0,884.5,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5101,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,258508.0,519845.0,RD,258508,519845,629752,5835963,764993,5841444,6.91824839,52.65697491,764901,5841233,6.91700948,52.65622264,16-09-1984,03-10-1984,BRH,B22F0428,2492,SCH-586,SCHOONEBEEK-586,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,1000.0,887.18,-382.12,764611.0,-122.69,5841321.0,Rotary Table,20.0,NAP,980.0,867.18,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5102,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7742.0,,,253329.0,519986.0,RD,253329,519986,624573,5836075,759809,5841413,6.8417731,52.65920238,759718,5841202,6.84053225,52.65844954,10-05-1985,20-05-1985,BRH,B22F0275,2547,SCH-587,SCHOONEBEEK-587,DEV-HC,Ontwikkeling koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,823.0,737.26,177.59,759987.0,260.63,5841674.0,Rotary Table,17.5,NAP,805.5,719.76,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5103,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7742.0,,,253329.0,519986.0,RD,253329,519986,624573,5836075,759809,5841413,6.8417731,52.65920238,759718,5841202,6.84053225,52.65844954,21-05-1985,01-06-1985,STR,B22F0274,2705,SCH-587-S1,SCHOONEBEEK-587-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,673.0,818.0,738.82,150.59,759960.0,263.76,5841677.0,Rotary Table,17.5,NAP,800.5,721.32,Nederlandse Aardolie Maatschappij B.V.,NAM,,,SKCF,,,,,2003-01-01
5104,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,72.0,Emmen,7761.0,,,259105.0,519502.0,RD,259105,519502,630351,5835623,765601,5841121,6.9269606,52.65377947,765509,5840910,6.92572198,52.65302717,31-10-1985,19-11-1985,BRH,B22F0408,2595,SCH-588,SCHOONEBEEK-588,DEV-I,Ontwikkeling koolwaterstof door injectie,WTR,Water,Abandoned,Gedevieerd,,948.6,884.42,-178.79,765422.0,-252.42,5840869.0,Rotary Table,20.49,NAP,928.11,863.93,Nederlandse Aardolie Maatschappij B.V.,NAM,,Nederlandse Aardolie Maatschappij B.V.,SKCF,,,,,2003-01-01
5105,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7742.0,SCH313,Schoonebeek 313,253090.0,520910.0,RD,253090,520910,624330,5836998,759540,5842329,6.83851585,52.66754706,759448,5842118,6.83727473,52.66679446,08-03-1986,13-05-1986,BRH,B22F0247,2640,SCH-589,SCHOONEBEEK-589,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Gedevieerd,,3044.0,2995.07,-157.14,759383.0,242.51,5842572.0,Rotary Table,21.88,NAP,3022.12,2973.19,Nederlandse Aardolie Maatschappij B.V.,NAM,,KCA Deutag Drilling Ltd,ZEZ1W,,SCHOONEBEEK-589,SCHG,Schoonebeek Gas,2003-01-01
5106,ON,Topografische kaart 1:25.000,22F,,DR,Drenthe,71.0,Coevorden,7742.0,,,254378.0,519081.0,RD,254378,519081,625627,5835176,760888,5840543,6.8570005,52.65088097,760796,5840332,6.85576022,52.65012799,14-03-1986,26-03-1986,BRH,B22F0314,2647,SCH-590,SCHOONEBEEK-590,DEV-HC,Ontwikkeling koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,789.0,780.36,77.36,760965.0,-14.32,5840529.0,Rotary Table,18.5,NAP,770.5,761.86,Nederlandse Aardolie Maatschappij B.V.,NAM,,Nederlandse Aardolie Maatschappij B.V.,SKCF,,,,,2003-01-01
