User_id,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,RFM_Score,Customer_Segment
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,577,4,49363.0,383.5,20.5,5.0,409.0,Low
AFSSY7GGVWHL2TLE5ESRJXJJEK4Q,681,1,899.0,512.0,668.5,634.0,1814.5,High
AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,716,3,1097.0,549.5,57.0,585.0,1191.5,Low
AFSU7KWDY4KGQSFFCRXJ4IPJREAQ,350,1,2299.0,137.5,668.5,357.0,1163.0,Low
AFT36LVR44MBK7LQ2WQZOYCZUS2Q,1112,1,1448.0,924.0,668.5,495.5,2088.0,High
AFT4N4FD4G7EYIOZIYP6KBRGU66A,1239,1,1099.0,1030.0,668.5,580.0,2278.5,VIP
AFTC5SKWCK3WMQKPPUNHEUCBJVLA,617,1,1199.0,431.0,668.5,558.0,1657.5,Medium
AFTCOTLY72MCSV5WHMHSZ67ZZG6A,960,1,1799.0,810.5,668.5,424.5,1903.5,High
AFTFEMRWKEHE2R2QRRVOQFTETUUQ,295,1,2399.0,77.5,668.5,348.0,1094.0,Low
AFTIMMFTREPXAX7JBY4O4JOW7MSQ,468,1,799.0,266.0,668.5,659.0,1593.5,Medium
AFTNE6LMFIWK3AULQAUWK6LP2ZIQ,936,1,2719.0,781.0,668.5,311.0,1760.5,High
AFTPXYKUNENYJVDOC55L2CJXPXFQ,430,1,349.0,211.5,668.5,877.0,1757.0,High
AFTVETL4HGH4KRUF4NXGJUEDPBAQ,913,2,5298.0,758.5,162.0,208.0,1128.5,Low
AFU64BXF4ADZXV2SSZXAAAVLB7OQ,823,1,2640.0,664.5,668.5,319.0,1652.0,Medium
AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,289,1,199.0,71.0,668.5,1007.0,1746.5,High
AFUAHYLSRN2FHN55BF4DN2KIACBA,343,1,2033.0,126.5,668.5,384.0,1179.0,Low
AFUBGC56G63INVGIAA2OOMZDRLTQ,548,1,1799.0,346.5,668.5,424.5,1439.5,Medium
AFUGIFH5ZAFXRDSZHM4QB2KPKFUQ,395,1,599.0,182.0,668.5,738.5,1589.0,Medium
AFUOTYRFUXVPEBGIXVZZ7DR3CZUA,811,1,99.0,655.0,668.5,1082.0,2405.5,VIP
AFUQWSUM2FGNLHU45YUKN3QAEFHQ,1051,1,8599.0,881.0,668.5,147.0,1696.5,Medium
AFUR3EWCD6OMWNI7EGYK62PDJL6Q,723,1,2079.0,566.0,668.5,381.0,1615.5,Medium
AFURD6VVHRG4HZ36KXGXYUTVUDLA,768,2,1156.89,616.0,162.0,571.0,1349.0,Medium
AFUS52CHEA75E2YGQ6SYGP3PKBGA,297,2,704.0,80.0,162.0,689.0,931.0,Low
AFUSP4NL7DIIS7CADTLDHGFLNOMQ,946,1,149.0,794.5,668.5,1053.5,2516.5,VIP
AFUT7ANZTZYGLXU65EQ2D5OP6UMA,504,3,710.0,302.0,57.0,688.0,1047.0,Low
AFUU5Q42TD7WLXRGKOBMRGUZWRFQ,897,1,899.0,742.0,668.5,634.0,2044.5,High
AFUV6WMMWSY6UM3P6ATQ6SME3H7A,579,1,1599.0,387.0,668.5,459.5,1515.0,Medium
AFUYCL7FL7ZSW4J7EI5DHXNR7NSQ,1049,1,1399.0,879.0,668.5,507.5,2055.0,High
AFUYGZVKVTGAEIOV2UCYF5JPXSCA,514,1,3999.0,315.0,668.5,231.5,1215.0,Low
AFV56MGUGR7UTIGTA35IS5TUVXHA,751,1,1464.0,592.5,668.5,491.0,1752.0,High
AFV5W5BR6PKGHPIG3J6TNFK7BSXQ,1286,1,299.0,1075.0,668.5,913.5,2657.0,VIP
AFV7ZA733ZLME4KNLZPMPCBUNPPA,265,3,2273.0,42.5,57.0,360.0,459.5,Low
AFVD66VQMSHPDT3A6HBBBGKRXBZA,386,2,34042.0,172.0,162.0,19.0,353.0,Low
AFVGMSHRL5NQJERZVEKY4JTQ26VQ,830,1,1529.0,672.0,668.5,466.0,1806.5,High
AFVHCWF76EOX4NMKE2ZUU67CEOBQ,904,1,13999.0,748.0,668.5,93.5,1510.0,Medium
AFVHKKOI25DAQSETPL7Z5W5SIVUA,427,2,1248.0,209.0,162.0,546.0,917.0,Low
AFVIPOPKMOCVCX3CMXUJHMWDIMGA,828,2,8764.0,668.5,162.0,145.0,975.5,Low
AFVKECCQ756MXVGQDFS3JMEKXUMQ,259,1,999.0,31.0,668.5,602.0,1301.5,Medium
AFVNMGQ2XHQL55BFESLIHGPCW6LA,353,1,335.0,143.5,668.5,891.0,1703.0,Medium
AFVPAVVA7NTHCLGMLLSGV56WS42Q,262,1,1799.0,37.0,668.5,424.5,1130.0,Low
AFVQ5YGAAENELAHUFPH2MAVYIWTQ,1288,1,599.0,1076.0,668.5,738.5,2483.0,VIP
AFVUB7JIZ754R5LHBFCOBLWFL67A,1213,1,4999.0,1009.0,668.5,211.0,1888.5,High
AFVZXMXYRXVM3VBDLGX45W34GQ4Q,566,1,1439.0,369.0,668.5,498.5,1536.0,Medium
AFW2YA3CWHADWVPZJRCSYJJ2O3YA,363,1,379.0,156.0,668.5,854.5,1679.0,Medium
AFW6NV5N3FUXV3CNUACPSYC5AB3Q,661,3,19497.0,494.0,57.0,58.0,609.0,Low
AFWD4ZTM7473CDWARHCDQKK73MTA,671,1,7299.0,505.0,668.5,170.0,1343.5,Medium
AFWFYPM37ORBVNKGLW4EETQML7TQ,659,1,1199.0,491.5,668.5,558.0,1718.0,Medium
AFWGX2JJIVSYWDL5QHQ3TLM3IIDA,600,1,499.0,411.0,668.5,783.5,1863.0,High
AFWJSD4AVIM6DC3YA63G2QPENQSQ,259,1,599.0,31.0,668.5,738.5,1438.0,Medium
AFWKYTQRPXNGB7RII7ZH7EABC7EA,268,1,1349.0,47.0,668.5,521.0,1236.5,Medium
AFWOTSQXCQJLZ653Y7ACEZADKGYQ,1270,1,339.0,1064.0,668.5,888.5,2621.0,VIP
AFWQRBBVJWYTYUFQHUJE63S6VXJQ,432,1,350.0,215.5,668.5,870.0,1754.0,High
AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,352,1,29999.0,141.5,668.5,31.0,841.0,Low
AFX5NHAAOUKKENAT6GWNKY3X5YTQ,911,2,391.0,756.0,162.0,846.0,1764.0,High
AFXDOEANKNDY342TWIUJUYEU55IQ,1166,1,5299.0,977.0,668.5,207.0,1852.5,High
AFXO2ER7GFIH4WDPPZX6LRZX3X7Q,709,1,289.0,544.0,668.5,928.0,2140.5,VIP
AFXQ3YGENWMRX36NXEBSR2ROPG5Q,503,1,1799.0,300.0,668.5,424.5,1393.0,Medium
AFXQSBDW6232K22UMJWF5PMYX5RQ,1092,1,1399.0,908.5,668.5,507.5,2084.5,High
AFXWZKJCBIHCQFOR2RFYUE7UQDSA,1183,1,399.0,989.0,668.5,831.5,2489.0,VIP
AFXYY4Z4QM34XOLVVYKZSNZGBBBA,433,1,799.0,217.5,668.5,659.0,1545.0,Medium
AFY34GSLURN6WLMJGFOGI5R2B6LA,867,1,809.0,712.5,668.5,650.5,2031.5,High
AFY3G76SQQTSCLM7WVE3JWFEP5DA,534,1,1999.0,336.0,668.5,390.0,1394.5,Medium
AFY5TVFOMVHGBPBTIJODYDQRZM5Q,251,3,623.0,17.0,57.0,728.0,802.0,Low
AFYCBABBI2GCQRSCKIRHPLQNO72A,391,2,1788.0,178.0,162.0,435.0,775.0,Low
AFYFP2TSUS4LLHR6CY5NJQZZIG7Q,295,1,499.0,77.5,668.5,783.5,1529.5,Medium
AFYFQI7B55R5LXO2D3JPD6FBNUCA,1310,1,150.0,1088.0,668.5,1049.5,2806.0,VIP
AFYQPTD6YGHPLNTGAOUBK6JTRVTA,937,1,1804.0,783.5,668.5,416.0,1868.0,High
AFYR53OTBUX2RNAKUZHUJ4RFJJNQ,344,1,42999.0,128.5,668.5,11.0,808.0,Low
AFZ5KWM4MSPU25YIO2CYGGSNYV6Q,722,1,599.0,564.5,668.5,738.5,1971.5,High
AFZ7US7H622UBLYL4ZX2XEHT7FHQ,732,1,169.0,576.0,668.5,1040.0,2284.5,VIP
AFZBEV4BOWGRSEH2PK7D65ZW66PA,945,1,899.0,792.5,668.5,634.0,2095.0,High
AFZHLQMILG47ZESR5TLNB5QK66HQ,519,1,99.0,319.0,668.5,1082.0,2069.5,High
AFZIZOK5KDBOB5QCHUQRR2ZWUYKA,233,3,2743.0,1.5,57.0,309.0,367.5,Low
AFZL3ATLXN5TG5KBUMLEY2ABSMWA,1094,1,889.0,911.5,668.5,640.5,2220.5,VIP
AFZPH7ZAWX5VDY3HOBNYRDGIDBVA,345,2,12898.0,131.5,162.0,109.0,402.5,Low
AFZS6H2ZFJEJHRWIJ3IYL7V6KRPA,595,2,3648.0,404.5,162.0,246.0,812.5,Low
AFZSC27UUKDN5VYQVMAPYZNQTULA,420,1,24990.0,201.5,668.5,41.0,911.0,Low
AFZSMXS2MILXOSTT2ZEJDE3W7TLQ,619,1,119.0,435.5,668.5,1072.0,2176.0,VIP
AFZWM3VVEIMWNFSTQNIUSWJ324KA,490,1,600.0,291.5,668.5,730.5,1690.5,Medium
AG2Q7FISK54KBSPHF7CNNGZ3GLNA,1282,1,1799.0,1070.5,668.5,424.5,2163.5,VIP
AG322TYKVPLPBDXE7ABEUK5QTALQ,638,1,230.0,462.0,668.5,973.0,2103.5,High
AG34JWBUWQ3VHVME53EOCLAPIZ4Q,917,1,189.0,762.0,668.5,1025.0,2455.5,VIP
AG36G3XPHERLKRDG7XYQ2IWJWPIQ,939,2,3098.0,786.0,162.0,283.0,1231.0,Medium
AG3D6O4STAQKAY2UVGEUV46KN35Q,316,5,3895.0,96.0,8.5,236.0,340.5,Low
AG3H2NL3BTX4M4VD4NMTQ4VBKF6A,891,1,499.0,738.5,668.5,783.5,2190.5,VIP
AG3J2PDHKL63SV6RT5SZKPHEJM7A,750,1,498.0,590.5,668.5,795.0,2054.0,High
AG3NMRPAMYUG6GWM4J2RLJHFIBVQ,891,1,269.0,738.5,668.5,940.5,2347.5,VIP
AG3TB7ROWWPT3OD5SN5ZVSBYZ2NA,696,1,599.0,527.5,668.5,738.5,1934.5,High
AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,262,1,149.0,37.0,668.5,1053.5,1759.0,High
AG42FZDSEYZOQV7FJMK7BTG3Z2BQ,639,1,199.0,464.5,668.5,1007.0,2140.0,VIP
AG44ZU44LAA7BHECDW5VB2ZMEP2A,1322,1,2199.0,1099.5,668.5,369.0,2137.0,VIP
AG46FAHE6KV3OQCLJYKRDZWNNYGQ,853,1,12999.0,698.0,668.5,105.0,1471.5,Medium
AG47CSNDLDSLE7BQWBCUPL4IMBZQ,1049,1,199.0,879.0,668.5,1007.0,2554.5,VIP
AG4E4F2EYMDWT5COA2MPYFF3DY2A,1280,1,699.0,1068.5,668.5,695.0,2432.0,VIP
AG4IENR3HNMEINBTJS3PET6VQY3Q,1100,1,649.0,915.0,668.5,716.0,2299.5,VIP
AG4LMDCRAAKD4U2FZ6B6N75KTHXA,451,1,339.0,237.0,668.5,888.5,1794.0,High
AG4MIJFPUX7ACHTA37OTFR2POWAQ,638,1,729.0,462.0,668.5,683.0,1813.5,High
AG4NQECOQ6XL3YXY2ARSILF65W6Q,577,1,247.0,383.5,668.5,964.0,2016.0,High
AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,714,5,30960.0,547.5,8.5,29.0,585.0,Low
AG4T75DAKCNZ6EPYPMKBGV6J54JQ,491,1,182.0,293.5,668.5,1029.0,1991.0,High
AG4TU4LCQXF2XTLMMGMFTNWL3OOA,237,2,1998.0,5.5,162.0,395.0,562.5,Low
AG4ZEZKMSPQD52MAAXWEB2PVXJ2Q,500,1,397.0,298.5,668.5,843.5,1810.5,High
AG54MN24SX3EMMON4AMBUNL74K3Q,1209,1,467.0,1007.0,668.5,803.0,2478.5,VIP
AG55XGEMTFKS7BXQTNFKHFTMMW5A,490,2,2691.0,291.5,162.0,318.0,771.5,Low
AG5DWPD54QGSLWJ6QUFERLPNAX4Q,284,5,3771.0,66.0,8.5,241.0,315.5,Low
AG5HTSFRRE6NL3M5SGCUQBP7YSCA,521,3,2343.0,323.5,57.0,353.0,733.5,Low
AG5LI22SGAIXYZAJXUDGHUQXIKOA,354,1,1260.0,145.0,668.5,543.0,1356.5,Medium
AG5LTALCLRJRNBK3W4P5EODKPLSA,620,1,980.0,437.0,668.5,611.0,1716.5,Medium
AG5VQTV5OVY2Q42ZQPWXTRU2PSLQ,807,1,2699.0,651.0,668.5,313.0,1632.5,Medium
AG633F2HW3BKLPJU3JCTLLLHWBHQ,276,1,1500.0,57.5,668.5,470.0,1196.0,Low
AG67C3ZJMVIGQPZOJS5PISM3QF6A,265,2,1458.0,42.5,162.0,492.0,696.5,Low
AG6CREU25N6P2H7RCHNIU6GGJ5BA,1250,1,239.0,1044.0,668.5,967.5,2680.0,VIP
AG6CUGEEGHQL2ZZ3VHASUJTHLORA,782,1,698.0,629.5,668.5,701.5,1999.5,High
AG6GKJFYOVO2OJCRV73FBUIBAJLQ,1012,1,119.0,846.0,668.5,1072.0,2586.5,VIP
AG6MBOHY6DAS5HA35XTBSFMJZKPA,976,1,5999.0,821.0,668.5,194.0,1683.5,Medium
AG6U2ZW7UGA562DK4W6NVANEMKDA,739,1,399.0,582.5,668.5,831.5,2082.5,High
AG6WSLLXZY52HSQUY5PRCXTCYQYQ,608,3,2997.0,421.5,57.0,293.0,771.5,Low
AG6X53SP2LB733ON4RXI3T7Y354A,979,2,1448.0,825.5,162.0,495.5,1483.0,Medium
AG7BWK54SGYY2Z2QHMB5VD2JXDJQ,270,1,2339.0,50.0,668.5,354.0,1072.5,Low
AG7C6DAADCTRQJG2BRS3RIKDT52Q,839,1,399.0,681.5,668.5,831.5,2181.5,VIP
AG7F66F724JZ2HIJQY7NOU5M5D2Q,346,2,2256.0,134.0,162.0,361.0,657.0,Low
AG7KTA6KY5FALZELPIEMQBXP6TYA,480,1,129.0,282.0,668.5,1066.0,2016.5,High
AG7NSYRU3ZSMSIKJT6P4YIFO6QOA,1244,1,351.0,1036.0,668.5,868.0,2572.5,VIP
AG7POKBSWQUO4VOYD4HDWYKMMJ4Q,483,2,2116.0,285.0,162.0,377.0,824.0,Low
AG7QMBEFFY2LJJKKEVWMJU2BMNRQ,839,1,3999.0,681.5,668.5,231.5,1581.5,Medium
AG7TJLDLH3HOUPRBUFW6KNUEGO4A,936,1,1699.0,781.0,668.5,440.0,1889.5,High
AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,504,2,579.0,302.0,162.0,751.0,1215.0,Low
AG7ZAJNX4XZ5LTA4NLWBHTCX2V5A,1180,1,239.0,984.0,668.5,967.5,2620.0,VIP
AGA2PZGWMQIRA46VYOTICFE7KCBA,380,1,1799.0,168.0,668.5,424.5,1261.0,Medium
AGA5INGXTDEODK7X55L4WXF6DJNQ,1111,1,130.0,922.5,668.5,1064.0,2655.0,VIP
AGACKHUULXIV2SLNKKA6GWQOP7JQ,613,1,570.0,426.0,668.5,755.0,1849.5,High
AGACLGW4IBQOHLA6UJBIUNGVBRMQ,858,1,2179.0,704.5,668.5,372.0,1745.0,Medium
AGAFYHMPFGVPR3MOS4QAZLAWPW3A,823,2,20398.0,664.5,162.0,55.0,881.5,Low
AGAI5NULVI4W3QO5HBFOWS5S6TDQ,466,1,2219.0,262.0,668.5,365.0,1295.5,Medium
AGAKDNBHY2FKX7I4ACRGILU7QL7A,987,3,19338.0,830.5,57.0,59.0,946.5,Low
AGASCT5TE6VHAHRFTOBANIS3CEIA,389,1,379.0,176.0,668.5,854.5,1699.0,Medium
AGAUULKME2K6WYOHPLL5XT5XLQGA,1111,1,13999.0,922.5,668.5,93.5,1684.5,Medium
AGAVEOWLSMUI7WPD3OHUVNHQ233Q,362,1,395.0,153.0,668.5,845.0,1666.5,Medium
AGAXJLX3K3I7WQKQA4Q4NT2IJ2WQ,1316,1,1999.0,1091.5,668.5,390.0,2150.0,VIP
AGB7DCNVNZ4VY6G33RD333OROE2A,1049,1,3299.0,879.0,668.5,265.0,1812.5,High
AGBA37OJDBIONSXA6OYI5TCIQSUQ,1126,1,1199.0,931.0,668.5,558.0,2157.5,VIP
AGBA6KKPYVJU2TU52GK575YXMSCA,272,1,979.0,53.0,668.5,612.5,1334.0,Medium
AGBUVENL47YJ3NJFQJS2MKZC7NKA,1035,1,1490.0,859.0,668.5,486.5,2014.0,High
AGBX233C7B7D7YZEL7ZLFWMQKFDQ,1248,1,179.0,1040.5,668.5,1032.5,2741.5,VIP
AGCBWB4YSTCDFAERTYIJ52KVW6EQ,806,1,1999.0,650.0,668.5,390.0,1708.5,Medium
AGCRCU432TIF4J2EL7GBEWOIULGQ,338,3,1433.0,119.0,57.0,500.0,676.0,Low
AGCRWRS4RJYVGVKINV3VAR4CGDWA,519,3,15588.0,319.0,57.0,78.0,454.0,Low
AGCX23QVQFBCYCAUWQNM4YHMKMQA,1041,1,10499.0,868.0,668.5,122.5,1659.0,Medium
AGD2H2SMDLQK62MH7BFWQ2INBP2A,777,1,479.0,624.0,668.5,798.0,2090.5,High
AGD3F3J523RVZPEJGZE7WPFJXONA,707,1,99.0,540.5,668.5,1082.0,2291.0,VIP
AGD7VGYGPRKMQY3XXC4U3XIDF5CQ,402,1,1499.0,187.0,668.5,477.0,1332.5,Medium
AGDEVIAYABTMIJLTYWTUS5M5VBTA,1219,1,1299.0,1014.5,668.5,533.0,2216.0,VIP
AGDFLPE27MVR57QZ5JFVGQXDDKSA,352,1,9970.0,141.5,668.5,129.0,939.0,Low
AGDK7O4R637II4QUCKENDONJGV4Q,543,1,1624.0,342.0,668.5,452.0,1462.5,Medium
AGDOSBSPQWBNRA3G4IV3YWOVIOXQ,1237,1,1990.0,1028.0,668.5,398.0,2094.5,High
AGDOV2OBW4Q2SW6IIJIZNVB76TXA,987,1,4799.0,830.5,668.5,215.0,1714.0,Medium
AGDOVGWZKEQ3M6DA2GHV6WUZT5SA,774,2,798.0,621.5,162.0,668.0,1451.5,Medium
AGDQOOPS6XJBBWHH34E4NJJUCN6Q,1080,1,1499.0,896.5,668.5,477.0,2042.0,High
AGDR4WFX53YFXTBXAHC65MMBDERA,1021,1,299.0,849.0,668.5,913.5,2431.0,VIP
AGDWLF5AV4ORJG6IXPD65BSQ4WHQ,939,1,1349.0,786.0,668.5,521.0,1975.5,High
AGE6O2NLNA3NUGORPU4SDK2S23QQ,238,1,37990.0,7.0,668.5,13.0,688.5,Low
AGEJSKUSIVTSJWJU7VP34MUN2TAQ,980,1,1299.0,827.5,668.5,533.0,2029.0,High
AGELSEJKLWPVNPXQ7DGK63PEQF5A,679,2,2788.0,510.0,162.0,307.0,979.0,Low
AGEOQQHGNELZNEUKJAJUA7NTPBLA,730,1,799.0,573.5,668.5,659.0,1901.0,High
AGEPZSRFODWZ4XUTXO2HNWLJIMJA,1041,1,1109.0,868.0,668.5,576.0,2112.5,High
AGEUQD256CS42A6PDKDB75VZRADA,651,1,279.0,476.0,668.5,932.5,2077.0,High
AGEUXHN7U2Q26CM6TFOTW7GZXFXQ,1026,2,798.0,852.0,162.0,668.0,1682.0,Medium
AGEYWCB2JWQR7C3RF2SEK26PTK2A,905,1,970.0,750.0,668.5,616.0,2034.5,High
AGFEJBFF3L7ZFO3MWAWARDIZZ4QA,418,2,628.0,196.5,162.0,726.5,1085.0,Low
AGFJSRWCBODKCJT6UZRNZJGS7REA,725,1,190.0,568.5,668.5,1024.0,2261.0,VIP
AGFN3SLEECW6DYL2CVGLIHJCVVHA,847,1,10999.0,691.0,668.5,119.0,1478.5,Medium
AGFR664PXRCRSQRQDL24BDLOAQSA,676,1,18999.0,507.5,668.5,61.5,1237.5,Medium
AGFSVYPXDMWJWF53N4TWY3SNOA2A,420,1,2280.0,201.5,668.5,359.0,1229.0,Medium
AGFTWXF3QWIHMPN7SMTSHB6HNJ7Q,668,1,699.0,502.5,668.5,695.0,1866.0,High
AGFWXRZUB5TYEIPWSULPTK7LHSYA,708,1,749.0,542.0,668.5,680.0,1890.5,High
AGFX4BFHOC6FXDFPD2O24RCD32NQ,460,1,16999.0,254.0,668.5,69.0,991.5,Low
AGG22XY7PCKPZDT6352IVLL2H34A,569,1,300.0,371.0,668.5,903.0,1942.5,High
AGG2AULXZCI6G44ST3BNAHRWDR5Q,979,1,699.0,825.5,668.5,695.0,2189.0,VIP
AGG44FGU5A2RZMRCILNFIV6SCYDA,599,1,599.0,410.0,668.5,738.5,1817.0,High
AGG75KFRXNLCYVRAPA6D4ZBNTNSA,922,1,1099.0,767.5,668.5,580.0,2016.0,High
AGGBXJFPXZVOJMMB6MMQOPLCJWGA,1005,2,1098.0,840.0,162.0,584.0,1586.0,Medium
AGGE54AKRMX2XMQWQQTSUOPL7CHA,527,1,115.0,329.5,668.5,1075.5,2073.5,High
AGGEFVVI6ZRLVEJHVX6PO5M4CWRA,865,1,999.0,710.5,668.5,602.0,1981.0,High
AGGFXDLCFZMTLJJDR3ZFKEOXCFLQ,1182,1,775.0,988.0,668.5,673.0,2329.5,VIP
AGGGM5HE2PLQKZV33JOD6K2TYPQQ,454,1,799.0,242.5,668.5,659.0,1570.0,Medium
AGGHDE6KFZHEDUDJBD5R27AYMEWA,881,1,228.0,729.0,668.5,979.0,2376.5,VIP
AGGI2H2AGOIX6IBDJRWULYUP5DPQ,387,2,2444.0,173.0,162.0,345.0,680.0,Low
AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,633,4,7662.0,452.5,20.5,164.0,637.0,Low
AGGNPDA4Y5XGITWNNOOODFOYXUDA,916,1,1799.0,761.0,668.5,424.5,1854.0,High
AGGQ72HVXMSQN3ZPGCFUB47QYUVQ,612,2,7363.0,424.5,162.0,168.0,754.5,Low
AGGRC2P6M43GDEWCAHGYAILCSKTQ,943,2,31339.0,791.0,162.0,27.0,980.0,Low
AGH36QL5SGTNWTOYS6O2342SONMA,942,1,4280.0,790.0,668.5,227.0,1685.5,Medium
AGH3POHLPXABF3I4ASSGTRXAUPPA,439,1,349.0,223.0,668.5,877.0,1768.5,High
AGHGLXUVEHN4NFA3CCYIUFWBIC4A,413,1,15499.0,192.0,668.5,80.5,941.0,Low
AGHKFSJFKP7E3JJOXV3C6UPGZKQA,1118,1,499.0,929.0,668.5,783.5,2381.0,VIP
AGHPERSZ5ZUKU6VDRTYPQ3IOGQUQ,537,1,999.0,338.0,668.5,602.0,1608.5,Medium
AGHPFBXJ7QGWVIHXEUBS5Z7F52WQ,717,2,1443.0,551.5,162.0,497.0,1210.5,Low
AGHPOFCHZ73Q2Q2IFTCJLUSEL2NQ,432,2,1248.0,215.5,162.0,546.0,923.5,Low
AGHRDOQP7F74DK6KEXSY2NLLKZVQ,268,1,6499.0,47.0,668.5,182.0,897.5,Low
AGHUNVKMP4YTSSYUDMEX3JJJ5I3Q,571,1,3999.0,372.0,668.5,231.5,1272.0,Medium
AGHWZ6VIDNDWZOTO6YROX62J5CGA,1174,1,1799.0,981.0,668.5,424.5,2074.0,High
AGHYCMV7RJ5D76UEZDZJPPEUGU5Q,658,1,129.0,489.5,668.5,1066.0,2224.0,VIP
AGHYPI3NVH2LTDBF4N7QXV5CQEVA,343,1,159.0,126.5,668.5,1043.5,1838.5,High
AGI2Y5SCA6G6LPHLNAJOLCNAMEJQ,767,2,1398.0,614.0,162.0,513.5,1289.5,Medium
AGIAEJN4RPI6Z5ABV733VJMBUZLA,534,1,699.0,336.0,668.5,695.0,1699.5,Medium
AGIBHP2JIWGT67DQJYQTYMAXKTQA,988,1,149.0,832.0,668.5,1053.5,2554.0,VIP
AGIC6PASSVB4T3KTZHK6ADD23GCA,351,3,387.0,139.5,57.0,851.0,1047.5,Low
AGICMMOTS42OFSDTZOVJ4C5P3LEA,896,1,1399.0,741.0,668.5,507.5,1917.0,High
AGIJABWDG4M75P6SIANOPH6CGIVQ,970,1,499.0,814.5,668.5,783.5,2266.5,VIP
AGIJM2HE6GKI3I75OJ7PODHPP67Q,447,1,199.0,233.5,668.5,1007.0,1909.0,High
AGIQ5Y7Q4MKZ542KKVFZLAIZV6GQ,1135,1,249.0,942.5,668.5,957.5,2568.5,VIP
AGJ23TWSY6YFMAVSEAOAUEWO4QLQ,838,2,33219.0,679.5,162.0,20.0,861.5,Low
AGJ2XZ2PPFHMYQ54KPSUGDLHTOIA,634,1,2320.0,455.5,668.5,355.0,1479.0,Medium
AGJ4SX7KMBI7JTCLN2M2NDKHLBYQ,1090,1,1414.0,906.0,668.5,501.0,2075.5,High
AGJOGZAGBMX7PBCUAILD2YIM5MAA,416,1,6299.0,193.5,668.5,185.5,1047.5,Low
AGJRCXYSPMLOJNP22GLBKWRCYDYQ,829,1,2499.0,670.0,668.5,335.5,1674.0,Medium
AGJS36PNW27URDEUJGCT2OLR3Z6A,683,1,199.0,515.0,668.5,1007.0,2190.5,VIP
AGJX72ZLJFKML3LS6N7WXRA4RF3Q,1318,1,664.0,1093.5,668.5,708.5,2470.5,VIP
AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,510,1,9999.0,311.5,668.5,127.5,1107.5,Low
AGKBVK7XMXHCSEHT2ENTPCTVRBIA,803,1,480.0,648.0,668.5,797.0,2113.5,VIP
AGKCX7P476LO5R2Q3HYVXO2BCSFQ,624,1,378.0,441.0,668.5,857.0,1966.5,High
AGKFJL7J7K55WKEOE2PSU5WEXEAA,954,1,1234.0,804.0,668.5,549.0,2021.5,High
AGKG3U55NSBTQ4QBDCGLUGSEEICA,401,1,77990.0,185.5,668.5,1.0,855.0,Low
AGKGXJAEWW2YJUFZPBBJMTXB5JCA,468,1,850.0,266.0,668.5,644.0,1578.5,Medium
AGKLZ4SUHAU47KJXDVHBBEWJODUA,818,1,347.0,660.0,668.5,885.0,2213.5,VIP
AGKNFVSMZCSEFHPASWFBOIYKRZJA,1055,2,1336.0,883.0,162.0,523.0,1568.0,Medium
AGKNJPIVMVEHKL6ZFBAQ3CTFZ2KQ,1243,1,1889.0,1034.5,668.5,408.5,2111.5,High
AGKQKPUOEC3LQR7GHBQYAHPTU4SA,433,2,2489.0,217.5,162.0,340.0,719.5,Low
AGKSW3FNH3REYN3OKPKJN4KWXLMQ,1164,1,1799.0,974.5,668.5,424.5,2067.5,High
AGKURQGQGENCRFFBWSO32XS4ZGZQ,574,1,717.0,377.0,668.5,686.0,1731.5,Medium
AGKZVBLHK472MSGAAUABFRZL7SYQ,589,2,2348.0,397.0,162.0,351.5,910.5,Low
AGL76XCJ2EWY36ABPD25DHZRMQMA,792,1,2599.0,638.5,668.5,323.5,1630.5,Medium
AGLH5KPYCT4MGPQ34MNWKLR6NXEA,475,1,1049.0,274.0,668.5,592.5,1535.0,Medium
AGLKEDKY645GZ33OFGXHPWWFLXOA,1214,1,154.0,1011.0,668.5,1046.5,2726.0,VIP
AGLKKKJCKHZ32S7MCK46JWDZ2A3A,583,1,1299.0,390.5,668.5,533.0,1592.0,Medium
AGLLHPCKRL6U2U6U5XXMJ4V6ANHQ,1022,1,1499.0,850.0,668.5,477.0,1995.5,High
AGLP2ACOBJSBZ276KMDD733NQQFA,1316,1,1399.0,1091.5,668.5,507.5,2267.5,VIP
AGLVW6SUWTW35HT5AYQR4CKA5IOA,359,1,1990.0,147.5,668.5,398.0,1214.0,Low
AGLWM3KQXUEEG5QUPOMKI72IIOZQ,347,1,3199.0,135.0,668.5,275.0,1078.5,Low
AGLZGGJLEO2WGEMX4KZCFNEJX64A,952,1,185.0,800.5,668.5,1026.5,2495.5,VIP
AGLZUIR2UEQJFHZ6KGUGFYPYINNQ,830,1,249.0,672.0,668.5,957.5,2298.0,VIP
AGM4RYZ46NPKH7I2SDZXAUHSB52A,362,1,1815.0,153.0,668.5,415.0,1236.5,Medium
