User_id,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,RFM_Score,Customer_Segment
AEXIFRBO4546MRMJHYKE2AH26VCQ,534,1,999.0,336.0,668.5,602.0,1606.5,Medium
AEXK37TSBFHSP2TYE63YPKETWQ7Q,739,1,119.0,582.5,668.5,1072.0,2323.0,VIP
AEXK3LPRGQWVMCIQZGHHJUBHHAZA,1187,1,3487.77,993.0,668.5,258.0,1919.5,High
AEXRM3SMHD5HJC5BMNDNQSEMGLYA,632,1,1295.0,450.5,668.5,539.5,1658.5,Medium
AEXRU5ZQWDY2IGNVAFOF4UJQ6JQQ,580,1,1199.0,388.0,668.5,558.0,1614.5,Medium
AEXWFIXSKJG3JJO56XGKHSMF3VAQ,1156,1,8499.0,962.5,668.5,150.0,1781.0,High
AEXZDEFVFQ3LW6DKHRGXLPWF63DQ,878,1,199.0,723.0,668.5,1007.0,2398.5,VIP
AEYA6LQE25O2P6C7XV62XM3YV2EQ,305,3,2697.0,86.0,57.0,316.0,459.0,Low
AEYD5HVYAJ23CR6PTWOOIKUOIDHA,923,1,1499.0,770.0,668.5,477.0,1915.5,High
AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,767,1,299.0,614.0,668.5,913.5,2196.0,VIP
AEYIYXI67FZ3H57OBTA2BGZBGTHQ,1254,1,799.0,1048.5,668.5,659.0,2376.0,VIP
AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,707,3,3546.0,540.5,57.0,253.0,850.5,Low
AEYPXWWAKKOQEX2Z6HKEVFCYZ4EA,663,1,299.0,498.0,668.5,913.5,2080.0,High
AEYTPTAYCRD42I77UZFV7KVD4GGA,1229,1,3041.67,1026.0,668.5,285.0,1979.5,High
AEZ346GX3HJ4O4XNRPHCNHXQURMQ,341,3,797.0,124.5,57.0,670.0,851.5,Low
AEZ3OTGG6TXB5HGKYC3OIELYECPA,881,2,2105.0,729.0,162.0,378.0,1269.0,Medium
AEZCPNPTW4BIFN7P2QFA3ML4ZKUQ,559,1,1349.0,361.5,668.5,521.0,1551.0,Medium
AEZDBVRL3E3S2Q2C7LEY3TTQVVFA,686,1,1199.0,521.0,668.5,558.0,1747.5,High
AEZTUFS2XNNKJ5ZCNRLE5JWWI4PQ,1113,1,219.0,925.0,668.5,983.5,2577.0,VIP
AEZWHWXROPZON2GRB234DUWXQTHQ,507,1,1449.0,307.5,668.5,493.5,1469.5,Medium
AF23GXF525XSMXPJBEHP4SPKOZNQ,1075,2,35298.0,894.5,162.0,17.0,1073.5,Low
AF2544C4RGIBQX7Y4JMKMSMXMRRQ,951,2,14598.0,798.5,162.0,88.0,1048.5,Low
AF2EHSXFZWWS2YEN22DV2ZCJDZZA,1142,2,1093.0,946.0,162.0,586.0,1694.0,Medium
AF2IITAFGAYGRB5HXE2INA4YXL5Q,1155,1,299.0,960.0,668.5,913.5,2542.0,VIP
AF2IRSQZKMBGX44YDNUPYRHWXOZQ,643,2,8252.0,470.5,162.0,157.0,789.5,Low
AF2JRH2ISLR6MYBFP37T3NWBIMHQ,317,1,325.0,97.0,668.5,898.0,1663.5,Medium
AF2L4MCRCIDOOREQJN7QPQ4QBZCA,1070,1,1299.0,892.5,668.5,533.0,2094.0,High
AF2V6W7LKARBMZQLFL44AY6KYOCA,719,1,3190.0,558.0,668.5,278.0,1504.5,Medium
AF2XIRDLVIWFTUBDJMEWJOLB76OA,256,1,399.0,24.0,668.5,831.5,1524.0,Medium
AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,559,1,15990.0,361.5,668.5,77.0,1107.0,Low
AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,522,1,149.0,325.0,668.5,1053.5,2047.0,High
AF34O4J6KAXDARBDMH2WQ3K6RVNA,289,1,1999.0,71.0,668.5,390.0,1129.5,Low
AF355FTXYAKFH5NYPRTE7SL3WO3Q,587,5,13156.0,395.0,8.5,102.0,505.5,Low
AF35OXRSRJ335IGMNW5FYCJDLHOA,586,2,2369.0,393.5,162.0,350.0,905.5,Low
AF36YUJUEUU3SA42PFAULM2F5RYA,356,1,489.0,146.0,668.5,796.0,1610.5,Medium
AF36ZMROXP35IOQKSQ6BK4FEPNAQ,252,1,6990.0,18.5,668.5,175.0,862.0,Low
AF37X7ZH7JPA6H5Q64NV6QFIBCYA,851,1,499.0,695.0,668.5,783.5,2147.0,VIP
AF3D6X5NQWOBOEVVH2Y37N55AKZQ,948,1,399.0,796.0,668.5,831.5,2296.0,VIP
AF3GETWWBGMLASY2KKNNBS2VO6DQ,1181,1,449.0,986.5,668.5,809.5,2464.5,VIP
AF3IXM2LI57OSMIOBF55GYWRIYKA,718,1,380.0,555.0,668.5,852.0,2075.5,High
AF3JF6J5KVUCB7KOGLU6Z3OE4O6A,1284,1,3599.0,1073.5,668.5,249.5,1991.5,High
AF3USN76IP5JHXKWGCXZ4JL5FWTQ,902,1,475.0,746.0,668.5,800.5,2215.0,VIP
AF42EMTPEJAL4LNEPPX77TN77UHA,549,2,2908.0,348.5,162.0,295.0,805.5,Low
AF43XSTGWBWDM3ZV7RRKWMAHPVCQ,1041,1,199.0,868.0,668.5,1007.0,2543.5,VIP
AF477BP57JM7Z4JD4PYB2K33R6AQ,376,2,6918.0,165.0,162.0,176.0,503.0,Low
AF4BWMWZI7TTQY2YTE2HTHRB3NHQ,476,1,699.0,277.0,668.5,695.0,1640.5,Medium
AF4GBAADHEMI3ZLPBAIZWYWN7GJA,331,1,96.0,108.5,668.5,1086.0,1863.0,High
AF4QXCB32VC2DVE7O3DGFNQVFFNQ,593,2,559.0,401.5,162.0,758.0,1321.5,Medium
AF4TCPZK5Q3JFGYV4MBARJLS54PQ,618,1,2499.0,433.5,668.5,335.5,1437.5,Medium
AF4X3QT4KW3DV2HUMQVSOJDISOOQ,1200,1,369.0,1002.0,668.5,860.0,2530.5,VIP
AF57UETI4YHWNPSAOF2OVMNVV2JQ,773,1,59.0,620.0,668.5,1097.5,2386.0,VIP
AF5BU6DZ446HN4DTCO7W7AWXBJBA,418,3,3997.0,196.5,57.0,234.5,488.0,Low
AF5CIA2LXA75JJFRVWLKGOLKZIHQ,1315,1,535.0,1090.0,668.5,768.0,2526.5,VIP
AF5EHUH4GWB7JZ3PZ53Z2DOYK5WQ,574,1,59.0,377.0,668.5,1097.5,2143.0,VIP
AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,350,4,3511.81,137.5,20.5,254.0,412.0,Low
AF5JWNCDVWTXOFCICR6IYNOEQENQ,1065,1,598.0,889.0,668.5,747.0,2304.5,VIP
AF5KJPHP55XSZUUXSC5OJUBJ5RVA,453,1,199.0,239.5,668.5,1007.0,1915.0,High
AF5PAF6QWH67HHLGCH6LBYQJPPUQ,1085,1,199.0,901.5,668.5,1007.0,2577.0,VIP
AF5TLUDL3JKYZS74QEAMDMPXC3ZQ,992,1,8999.0,834.0,668.5,141.0,1643.5,Medium
AF5XVR5OXJ67BJZGIOYFMQDQIGGQ,528,1,948.0,331.0,668.5,624.0,1623.5,Medium
AF62LB4BMTMNZXCHTSXSEKCXZFLQ,306,1,1199.0,87.5,668.5,558.0,1314.0,Medium
AF64ON4HPPVD43H6PK3CHPTTYSSQ,685,2,15548.0,518.5,162.0,79.0,759.5,Low
AF652OHBGHAEER2HLOH45T6E65CQ,353,1,13999.0,143.5,668.5,93.5,905.5,Low
AF6HB6GYUYNZ4G4FDTQIGQK76WSQ,1035,1,949.0,859.0,668.5,621.5,2149.0,VIP
AF6LAYTAGSTBKL2QUF3WFB6OMCPQ,512,1,150.0,313.0,668.5,1049.5,2031.0,High
AF6N6OWYE2EZASDJCO4BOQD7AFIA,1220,1,1199.0,1016.5,668.5,558.0,2243.0,VIP
AF6R7AMFHIWTMNFF6WPGFDOF7Z5A,589,1,499.0,397.0,668.5,783.5,1849.0,High
AF6SKHWKK53BMAI6UVJA5FJMLK3A,280,1,299.0,60.5,668.5,913.5,1642.5,Medium
AF6SQCFVW3FHWWPMLKQXFO5N2SJQ,464,1,354.0,260.0,668.5,866.0,1794.5,High
AF6UDET5A7UZVF6X6PLTCNPAG2JA,333,1,299.0,112.0,668.5,913.5,1694.0,Medium
AF6VSSXOI3Y4PZCNRJ3L27NCXPYA,612,2,1148.0,424.5,162.0,573.0,1159.5,Low
AF6XISKAQXTX3Q5RUF2M2VKOJ66A,827,2,536.0,667.0,162.0,767.0,1596.0,Medium
AF6YDBL3KYIK3LBKKDIHUMOLKN4Q,505,1,3999.0,304.5,668.5,231.5,1204.5,Low
AF74JR6NGSLT6D6ZFPER3HOIV3KA,765,1,849.0,608.0,668.5,645.5,1922.0,High
AF74RSGCHPZITVFSZN76K6GKPICA,1109,2,16498.0,921.0,162.0,73.0,1156.0,Low
AF7CJCAKRIAY4BVN77BTSZYXXIZA,1323,1,299.0,1102.0,668.5,913.5,2684.0,VIP
AF7EOXYL5K36BDP6PXF6K2TL5TPA,547,1,279.0,345.0,668.5,932.5,1946.0,High
AF7HUEJWED3ZUCLTT2MNQDL5BQOA,1322,1,2999.0,1099.5,668.5,288.0,2056.0,High
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,595,2,628.0,404.5,162.0,726.5,1293.0,Medium
AF7NDY2H6JVYTSQOZP76GCATQ34Q,793,3,49164.0,640.0,57.0,6.0,703.0,Low
AF7NWNWMLKRURHMLHTZXO6TYO4ZQ,541,1,6525.0,340.5,668.5,180.0,1189.0,Low
AF7QASLC5FT2C3DGXD4YW2FMZ5ZQ,1122,1,3599.0,930.0,668.5,249.5,1848.0,High
AF7S5C6MJ7XPJ26E3U3Z5TIWHRMA,986,1,848.99,829.0,668.5,647.0,2144.5,VIP
AF7TKY6E2EO7NSSPHFYFGE4FJDOA,652,1,251.0,477.5,668.5,950.0,2096.0,High
AF7USQ27RIKU5ABXWZG2WFECW7JQ,1219,1,3685.0,1014.5,668.5,245.0,1928.0,High
AFA332YHUPB6I7KMME7SOFX5RKQQ,665,3,34192.0,500.0,57.0,18.0,575.0,Low
AFA3LPNRI5HE56NA7IV3NN4KYJ6Q,630,1,1699.0,447.0,668.5,440.0,1555.5,Medium
AFABWJZ3775SMVWMSWGYY4DDN6WQ,1062,1,37247.0,886.0,668.5,14.0,1568.5,Medium
AFAFMRV4L35642NQMP3WELYPQ6ZQ,738,1,230.0,580.5,668.5,973.0,2222.0,VIP
AFAH6ZDWWYSXCWPETRIORFGRILAA,935,1,2595.0,777.5,668.5,327.0,1773.0,High
AFAI5BPCMNB5QLJ2T5WCKGA5U2DQ,939,2,1378.0,786.0,162.0,517.5,1465.5,Medium
AFAKHOAYOIRPKEBF376DH5VOHIVQ,488,1,510.0,290.0,668.5,771.0,1729.5,Medium
AFAKUEWJWYAKREBPXLV2MNKZXMLA,1239,1,1499.0,1030.0,668.5,477.0,2175.5,VIP
AFALQ6JKOEKVRVI3BZ2G5PJ63HQQ,337,1,1999.0,117.5,668.5,390.0,1176.0,Low
AFAQLRAKYASFXOQP7MS6SZK4STIQ,257,2,2594.0,26.5,162.0,328.0,516.5,Low
AFAZO3VRRBIL6DP5UI4B2UDILGRQ,1068,1,179.0,890.0,668.5,1032.5,2591.0,VIP
AFAZO5BDXQFTNM5IUP2X6F5XIIVQ,881,1,249.0,729.0,668.5,957.5,2355.0,VIP
AFB3MTOE4VW2XO6RTJGIWJYH5OBQ,1180,1,499.0,984.0,668.5,783.5,2436.0,VIP
AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,1214,1,9999.0,1011.0,668.5,127.5,1807.0,High
AFBB545QU2N2BJW3PGXCROIDXIIQ,682,1,209.0,514.0,668.5,991.5,2174.0,VIP
AFBJVGLPQD4P3VWFKPHEYOYSU3SA,331,1,6790.0,108.5,668.5,178.0,955.0,Low
AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,509,4,11907.0,310.0,20.5,116.0,446.5,Low
AFBLTBDVC23HRPXW2OQ2JDV3BNNQ,1069,1,24499.0,891.0,668.5,43.0,1602.5,Medium
AFBPPGDHU5S2IR5WEPYWGR4ABK4Q,632,1,499.0,450.5,668.5,783.5,1902.5,High
AFBURR5C3CR7XL4WPXXV5ZEDDZPA,311,1,399.0,94.0,668.5,831.5,1594.0,Medium
AFBWMQUWPLCXK5D4A35AZBEZVRNA,526,1,12609.0,328.0,668.5,111.0,1107.5,Low
AFBZMRHC4GXUU7KNAK4OBKORDF6Q,647,1,599.0,473.0,668.5,738.5,1880.0,High
AFBZOBNNEXP2HLRKXMCEFD2RNT4A,453,1,199.0,239.5,668.5,1007.0,1915.0,High
AFC3FFC5PKFF5PMA52S3VCHOZ5FQ,269,5,4645.0,49.0,8.5,218.0,275.5,Low
AFC5K7RQQYKFB5PV47KAX2CHVIIQ,337,2,20378.0,117.5,162.0,56.0,335.5,Low
AFCEDQXVCB4LUUBWXRJS6KRU62FQ,1313,1,399.0,1089.0,668.5,831.5,2589.0,VIP
AFCKW7CNBDUGWITOVBVJGAQYTW6A,662,1,899.0,496.0,668.5,634.0,1798.5,High
AFCMYWUZMOK6KHPFLL4DTRV2KHWA,747,1,3303.0,588.0,668.5,263.0,1519.5,Medium
AFCOZOXOMZ4PVEU323VFOLNOT6YA,274,1,3307.0,56.0,668.5,262.0,986.5,Low
AFCTBE5IW6HOJ2ENFG5WZZNRBVJQ,1171,1,225.0,979.0,668.5,980.5,2628.0,VIP
AFCTNNMP2LZLY5466YJ5AY3JE5ZA,513,1,339.0,314.0,668.5,888.5,1871.0,High
AFCWL3MX7BP2ZUDD37MEAENZDQ2A,792,1,1099.0,638.5,668.5,580.0,1887.0,High
AFCZMUBZNRVRW2EJJKK5PN2YQZVQ,605,1,2199.0,415.5,668.5,369.0,1453.0,Medium
AFD53TWXXCPJAYQJ7REZPW34AKKQ,1155,1,1399.0,960.0,668.5,507.5,2136.0,VIP
AFDCSF36NJYXASQOJCQWFQTN7SDQ,757,1,199.0,600.0,668.5,1007.0,2275.5,VIP
AFDDH5QGUJ2NHJZBIAPEQVUIQCKA,1158,1,309.0,965.5,668.5,901.0,2535.0,VIP
AFDHJS4AKUMVMWYEP5HW33C5NQHQ,1319,1,1399.0,1095.0,668.5,507.5,2271.0,VIP
AFDI6FRPFBTNBG7BAEB7JDJSMKDQ,639,1,279.0,464.5,668.5,932.5,2065.5,High
AFDLRSXKDZ6U3U3KD46SQLFGZQRA,709,1,899.0,544.0,668.5,634.0,1846.5,High
AFDUJI7KG7VMZF4JGJHV4DBCA4OA,445,1,249.0,230.5,668.5,957.5,1856.5,High
AFDYUQAM7Y56P4R5CREI5OBPHSLA,953,1,656.0,802.5,668.5,711.0,2182.0,VIP
AFECO24WYFOU2KL7C3DMHTEHRU7Q,426,1,30990.0,207.0,668.5,28.0,903.5,Low
AFEIIEKX6JEHS3CPGCSIYLGCNKFA,735,1,225.0,577.0,668.5,980.5,2226.0,VIP
AFELQLNWTS4QJNCCA4ZDTWHVORJQ,1010,1,474.0,844.0,668.5,802.0,2314.5,VIP
AFEOAY5PB4XEYIOL6DY5WJBOYSKQ,361,2,1389.0,150.0,162.0,516.0,828.0,Low
AFEPOALC3FJQEMM2E5SK2EEZFXGQ,742,1,5999.0,586.0,668.5,194.0,1448.5,Medium
AFEQNJUAIGTASKXSGSUUOTDMOMDQ,655,1,699.0,483.5,668.5,695.0,1847.0,High
AFERMHRNZA7G7HIN2RS6LAQHZOWQ,243,1,2863.0,10.0,668.5,299.0,977.5,Low
AFET7BHXMVHWJN5AS7AR3VHLW5ZA,1031,1,139.0,856.0,668.5,1059.0,2583.5,VIP
AFFB6IUQ46CEIYZ2U7OAYVKAL5RQ,524,1,15499.0,326.5,668.5,80.5,1075.5,Low
AFFCNMMFC5VPKDGX5FGNODAS6Z6Q,560,1,889.0,363.5,668.5,640.5,1672.5,Medium
AFFEO6RPTLDT5MMTV2OVV4H6PEQA,990,1,7349.0,833.0,668.5,169.0,1670.5,Medium
AFFYX3FR3SF4JOIN7FIPEVVTIRMQ,1258,1,6120.0,1053.5,668.5,190.5,1912.5,High
AFG6LFTPXXKNHXVGXPDM6P3CCAHA,1165,1,199.0,976.0,668.5,1007.0,2651.5,VIP
AFG6OH7UYU5ZITX4NE2KQR3DX5SA,867,1,1799.0,712.5,668.5,424.5,1805.5,High
AFGPABA7HWGCWXXWZV5QOIOZY77A,419,2,549.0,199.0,162.0,761.5,1122.5,Low
AFGPRRCCLCHA7EEQRXPRLTJPAQ7A,597,1,9495.0,408.0,668.5,135.0,1211.5,Low
AFGQN6RWDATMEVHEO5POPH6VYFRQ,1264,1,499.0,1057.0,668.5,783.5,2509.0,VIP
AFH2YOAAGY2IP4U62G4VZ6ABXJLQ,1270,1,449.0,1064.0,668.5,809.5,2542.0,VIP
AFH5RGXHECG6OFJEKVIAUWKFYU2Q,936,1,1289.0,781.0,668.5,541.0,1990.5,High
AFH75FMWPZH6ZQFZREPWZDS7FEKA,1318,1,998.0,1093.5,668.5,610.0,2372.0,VIP
AFHDJKCENRGUUZD2EYH6VDCJO5SA,853,1,6120.0,698.0,668.5,190.5,1557.0,Medium
AFHE3U3LPV6QO6GVKLGXRFCH3YLQ,299,1,231.0,82.0,668.5,971.0,1721.5,Medium
AFHE44JRHYO42EGIWNM2GC75ZIJA,462,1,399.0,256.5,668.5,831.5,1756.5,High
AFHGWFMHIMQWZDC7MDWA55EBUZEQ,843,1,499.0,685.0,668.5,783.5,2137.0,VIP
AFHKIURZM4R62UEXTOCZLI2FPQ6A,371,1,368.0,163.5,668.5,862.5,1694.5,Medium
AFHNMLRH3T77DAFEJ6UUIVBTMB3A,1227,1,330.0,1024.0,668.5,893.0,2585.5,VIP
AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,276,5,10708.0,57.5,8.5,121.0,187.0,Low
AFHT4L657CBTBKZ2UZEYQBAROXNA,401,1,1499.0,185.5,668.5,477.0,1331.0,Medium
AFHWTIWTNOD6HUF5VGHUIVQB3VKA,961,1,3498.0,812.0,668.5,257.0,1737.5,Medium
AFHZLQ2Q3GSCQCWMF4N66DXXVJCQ,1028,1,681.0,854.0,668.5,703.0,2225.5,VIP
AFI3EFAYZRL5L5TQXRQBQKWJQJTQ,869,1,398.0,716.5,668.5,842.0,2227.0,VIP
AFI5YRB4PKR26ECAXNTMOWMXMEQA,498,1,89.0,296.5,668.5,1091.0,2056.0,High
AFI7P52BGRV2NZVRGTJLLCBGJC6Q,460,1,425.0,254.0,668.5,817.5,1740.0,Medium
AFIAYICSN46TZ373SYU2DLQH7MHQ,371,1,1850.0,163.5,668.5,412.0,1244.0,Medium
AFID7FPYXSKYIQ4TXVZRJLDCTNWQ,949,1,699.0,797.0,668.5,695.0,2160.5,VIP
AFIECTV45ADX5YPTE2VU6ORRHTGQ,392,1,499.0,179.0,668.5,783.5,1631.0,Medium
AFIFHW5QMFMTWXNZ2JORBMINL3CQ,744,2,3248.0,587.0,162.0,271.0,1020.0,Low
AFIS3N547NISE4TGX3YU6F4X2AGQ,685,1,3799.0,518.5,668.5,239.5,1426.5,Medium
AFIU4APGHOFMXEOVMSQMYKMZ46QQ,595,1,649.0,404.5,668.5,716.0,1789.0,High
AFJ6ALITTDOSUNPSFLRGDVIAEWBQ,362,2,3869.0,153.0,162.0,238.0,553.0,Low
AFJDUYYD5BCY5PU522GYHMVIS4VQ,1205,1,2025.0,1004.0,668.5,385.0,2057.5,High
AFJIYRZTBOJBOWYQ5RNA36DBBXOA,630,3,1892.0,447.0,57.0,407.0,911.0,Low
AFJLA3VGFKFSX3VC6UC4ZAYVR4DQ,284,1,349.0,66.0,668.5,877.0,1611.5,Medium
AFJVYK4FXVGRSTSLGVUE5JGB2NVA,235,2,612.0,3.0,162.0,729.0,894.0,Low
AFJXTHVSM4WSXPKINO6S6L4OI5CA,1127,1,420.0,932.5,668.5,819.0,2420.0,VIP
AFK4NJOLFSJGWLOJIUIAROJF6YVA,1322,1,199.0,1099.5,668.5,1007.0,2775.0,VIP
AFKDGUQ5TMGT3PXBDHAWPRE5CACQ,453,1,269.0,239.5,668.5,940.5,1848.5,High
AFKENW6K3CFMTD3EGXQCUGK5XWWA,1042,1,599.0,871.0,668.5,738.5,2278.0,VIP
AFKODCETW6PO3PQ7T2D6SFHRFB4A,842,1,6236.0,684.0,668.5,188.0,1540.5,Medium
AFKOJLBHQLFZ3EZYM3QQRATTZ37A,778,1,784.0,626.0,668.5,671.0,1965.5,High
AFKSU4D3IE4KNDBVVBEA3AHDD2YQ,634,1,339.0,455.5,668.5,888.5,2012.5,High
AFKT7LV4XE6XJ2VTHCBHPQECW2RQ,921,1,99.0,766.0,668.5,1082.0,2516.5,VIP
AFKTST2773VUOKUHE7FCR6QCAURQ,709,1,399.0,544.0,668.5,831.5,2044.0,High
AFKZHMXRXMRTVZLMHATTD53AVKRA,849,1,1599.0,693.5,668.5,459.5,1821.5,High
AFL6MZDS6GWY7546AYCY3Q5L636A,575,1,499.0,379.5,668.5,783.5,1831.5,High
AFLFEMT6PKT5TYRSSFSGKZH76GJQ,999,1,5365.0,838.0,668.5,206.0,1712.5,Medium
AFLFHQMJXDKP4FNRZVNDLBCI7ULA,868,1,1199.0,714.5,668.5,558.0,1941.0,High
AFLHNKQH5UQZU3ATISKSMRE2KEDQ,831,1,210.0,674.0,668.5,989.0,2331.5,VIP
AFLIHOX2HH7S2OJAD63UAHKMY34Q,1271,1,499.0,1066.0,668.5,783.5,2518.0,VIP
AFLMVNHSWNI2JPAMQKSOKJPAKHMA,955,1,193.0,805.0,668.5,1023.0,2496.5,VIP
AFLUBMW56L2YZFC7R3RZVLC7YGAA,716,1,199.0,549.5,668.5,1007.0,2225.0,VIP
AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,1105,2,2034.0,917.5,162.0,383.0,1462.5,Medium
AFM5JL37WY7G6MLQUI4WAXUJME7Q,362,1,27999.0,153.0,668.5,35.0,856.5,Low
AFMECPERM2GI2XQJSBWEPZKODISQ,339,4,28084.0,121.0,20.5,34.0,175.5,Low
AFMIFTNTUD5PIHGONWOTRMMZ5EBA,328,3,9698.0,105.0,57.0,131.0,293.0,Low
AFMIGQ3PROFIPTSPVGLBI5XEXCDA,455,1,299.0,245.5,668.5,913.5,1827.5,High
AFMMETRQBRCB7WX5QNQXV6J3TR5A,669,1,749.0,504.0,668.5,680.0,1852.5,High
AFMQH2YLIY5ST5VNIUADLQYIUNAA,1151,1,269.0,955.0,668.5,940.5,2564.0,VIP
AFMYMI6FWPFSDK7KXBHB2D7555OA,430,1,2299.0,211.5,668.5,357.0,1237.0,Medium
AFN7F4VMFMSGDUDUIRMKKWLH75QQ,320,1,13999.0,99.5,668.5,93.5,861.5,Low
AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,596,4,47328.0,407.0,20.5,7.0,434.5,Low
AFNM7CC3WVFADEY2HU4FUG2PQVSA,960,1,799.0,810.5,668.5,659.0,2138.0,VIP
AFNNLWHF3B35C5XQN3Y6T77GIJFQ,1095,1,230.0,913.0,668.5,973.0,2554.5,VIP
AFNSWRFEYVFT3XIQRXEBUOZKREAA,1262,1,1547.0,1055.0,668.5,465.0,2188.5,VIP
AFNWJUWJRHCC6HN52KMG5AKZY37Q,237,3,758.0,5.5,57.0,677.0,739.5,Low
AFNYIBWKJLJQKY4BGK77ZOTVMORA,296,1,1089.0,79.0,668.5,587.0,1334.5,Medium
AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,426,1,259.0,207.0,668.5,947.5,1823.0,High
AFO7T5DJCA34LXNLPEMNTUPHBA3Q,1188,1,6999.0,994.0,668.5,173.5,1836.0,High
AFODI4XXHXHBFFUHK7N5LVKWEXTQ,257,2,11153.0,26.5,162.0,118.0,306.5,Low
AFOEBFZC6LMNNTBEC22LCUGEO5QA,586,1,238.0,393.5,668.5,969.0,2031.0,High
AFOGCVLE7W7ZM5OW3XW7JXCNSIVA,1255,1,139.0,1050.0,668.5,1059.0,2777.5,VIP
AFOHB4M2RWSUQ3SSZWPMD2FPH6PQ,378,2,798.0,166.5,162.0,668.0,996.5,Low
AFOPBEQ5YUOBWJ7TBDFITQFZSN3Q,1296,1,1699.0,1080.5,668.5,440.0,2189.0,VIP
AFOTDDBZZITX2HTAZ7HBQ3I4BZYA,500,1,499.0,298.5,668.5,783.5,1750.5,High
AFOYOG3YKIOLPTLR3RZNRGUHHEAQ,654,1,699.0,481.0,668.5,695.0,1844.5,High
AFP334GQV3WBH6XJIX5VITMYOH2A,1064,1,770.0,888.0,668.5,675.0,2231.5,VIP
AFP5TMKVX6PTNYNMLHFCVDXCTN4A,753,1,299.0,596.5,668.5,913.5,2178.5,VIP
AFPHD2CRPDZMWMBL7WXRSVYWS5JA,577,3,847.0,383.5,57.0,648.0,1088.5,Low
AFPK3KEV3ZSEJ7K6U6C3LERQ2E7A,881,1,389.0,729.0,668.5,849.0,2246.5,VIP
AFPP23GZ4AVHPQZCTP3HRAABLJLA,1009,1,2698.0,843.0,668.5,315.0,1826.5,High
AFPSO7EYQBYVEJGD4TAT7YFCM6UQ,480,1,269.0,282.0,668.5,940.5,1891.0,High
AFQ5SND6JJSAXPAIZSEROSRORP4A,256,1,809.0,24.0,668.5,650.5,1343.0,Medium
AFQEZSS2I5IGAKZY3Y3CGDZLCJIA,912,1,16999.0,757.0,668.5,69.0,1494.5,Medium
AFQHWSQ7JR7VCM4SWXXIOB4V3VDA,835,1,2299.0,678.0,668.5,357.0,1703.5,Medium
AFQJM63Q7OMAP62BP3TB4YQEZAXA,1102,1,1449.0,916.0,668.5,493.5,2078.0,High
AFQKCEEEKXCOHTDG4WUN3XPPHJQQ,685,1,13490.0,518.5,668.5,100.0,1287.0,Medium
AFQRUDMIIMRA32Y3JBUQNWFREEUQ,898,1,1495.0,743.5,668.5,485.0,1897.0,High
AFQRX6TAM6CHKARXIXR25X4Y2K2A,786,1,349.0,635.0,668.5,877.0,2180.5,VIP
AFQW4AC4GLYGQC4MXQWMGJM2FWRA,487,1,298.0,288.5,668.5,924.5,1881.5,High
AFR4YULNFZZC5DJOWH2KNFAOM6BQ,518,1,149.0,317.0,668.5,1053.5,2039.0,High
AFR7B35PQ2DLHGMFBSCRIUUVLRWQ,923,1,455.0,770.0,668.5,804.5,2243.0,VIP
AFRCI27IITJW4I7XDL5GNZUQPZTQ,700,2,1327.0,532.0,162.0,525.0,1219.0,Low
AFREYXJZFUSZT7YHDJ4JOF67O6VQ,365,1,12999.0,157.5,668.5,105.0,931.0,Low
AFRL737KHHDPUBLDGKMHQPVCG3SA,808,1,445.0,652.0,668.5,814.0,2134.5,VIP
AFRLBEKPIN22S4K4PBHUJ5PQPI6A,957,1,116.0,808.5,668.5,1074.0,2551.0,VIP
AFRMNW6TDHDZBP2UHF2K3MEAEYUA,1043,1,8499.0,872.5,668.5,150.0,1691.0,Medium
AFRONQAZPYZARLWLDQM2VXS7ZTIQ,1181,1,50.0,986.5,668.5,1100.0,2755.0,VIP
AFRQJEYVSY2LOMYVJL5BXH3RP23A,428,1,419.0,210.0,668.5,820.0,1698.5,Medium
AFRT52TVMDMKOXEASI2BPC7TACFA,906,1,765.0,752.5,668.5,676.0,2097.0,High
AFRUZM3EU3T6M7HFW6MUXQKJBZCQ,475,1,293.0,274.0,668.5,926.5,1869.0,High
AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,1270,1,229.0,1064.0,668.5,976.5,2709.0,VIP
AFSEOFZY67MYC7UAJU264Z5NFTLA,907,1,970.0,754.5,668.5,616.0,2039.0,High
AFSEUS2I77MEWPOCPW77EOU6Y62A,845,1,1679.0,687.0,668.5,446.0,1801.5,High
AFSII6HTAHTHGXERUNDOISNWZUNQ,875,2,16244.0,720.0,162.0,74.0,956.0,Low
AFSJHOXX5LIYZEVAMQ4SXKCYHWQA,1045,1,3710.0,875.5,668.5,243.0,1787.0,High
